,year,day,dechr,hour,min,sec,rh,esh,clong,clat,HGIlong,br,bt,bn,vp1r,vp1t,vp1n,crot,np1,vp1,Tp1,vaz,vel,Bx,By,Bz,sBx,sBy,sBz,nal,val,Tal,np2,vp2,delta T
0,1976,92,0.0003,0,0,1,0.45,12.32,42.24,-5.7,128.5052,-21.39,11.3,-4.12,0,0,0,1639,0,0,0,0,0,21.39,-11.3,-4.12,1.11,2.63,3.43,0,0,0,0,0,
1,1976,92,0.0058,0,0,21,0.45,12.24,42.15,-5.7,128.4184,-21.26,9.5,-7.09,334.5902,32.8069,-1.8777,1639,32.33,336.2,173744,5.6,0.32,21.26,-9.5,-7.09,0.99,3.27,2.3,0,0,0,34.21,327.2,0.0055
2,1976,92,0.0172,0,1,2,0.45,12.24,42.15,-5.7,128.4252,-21.99,9.4,-2.97,337.6918,13.0909,-17.5335,1639,29.75,338.4,212595,2.22,2.97,21.99,-9.4,-2.97,1.16,3.48,4.9,0,0,0,33.2,327.9,0.0114
3,1976,92,0.0283,0,1,42,0.45,12.24,42.14,-5.7,128.4217,-16.49,12.26,1.26,331.8505,19.0182,-8.3558,1639,34.18,332.5,199345,3.28,1.44,16.49,-12.26,1.26,3.68,4.63,12.35,0,0,0,33.2,330.4,0.0111
4,1976,92,0.0397,0,2,23,0.45,12.24,42.14,-5.7,128.4285,-14.61,15.91,10.48,349.4239,42.0993,22.9755,1639,32.3,352.7,114057,6.87,0,14.61,-15.91,10.48,2.14,5.21,4.44,0,0,0,34.29,350.9,0.0114
5,1976,92,0.0508,0,3,3,0.45,12.24,42.13,-5.7,128.425,-18.75,9.86,12.22,345.4654,26.3395,54.3174,1639,33.11,350.7,129756,4.36,-8.91,18.75,-9.86,12.22,2.79,4.67,3.01,0,0,0,35.05,341.3,0.0111
6,1976,92,0.0622,0,3,44,0.45,12.24,42.13,-5.7,128.4318,-18.93,10.44,13.69,346.5462,21.8636,56.4886,1639,35.24,351.8,200420,3.61,-9.24,18.93,-10.44,13.69,1.81,2.54,3.1,0,0,0,28.33,340.6,0.0114
7,1976,92,0.0733,0,4,24,0.45,12.25,42.12,-5.7,128.4283,-20.63,10.16,9.92,341.6269,39.2255,47.9608,1639,35.84,347.2,149718,6.55,-7.94,20.63,-10.16,9.92,2.19,5.19,4.62,0,0,0,35.36,340.6,0.0111
8,1976,92,0.0847,0,5,5,0.45,12.25,42.12,-5.7,128.4351,-24.6,5.94,3.87,346.1444,46.4315,42.3251,1639,35.99,351.8,135766,7.64,-6.91,24.6,-5.94,3.87,1.27,3.56,4.28,0,0,0,35.73,343.4,0.0114
9,1976,92,0.0958,0,5,45,0.45,12.25,42.11,-5.7,128.4316,-25.04,4.57,-5.13,328.6872,27.3407,13.5353,1639,33.58,330.1,234763,0,0,25.04,-4.57,-5.13,0.73,2.05,3.47,0,0,0,38.31,324.9,0.0111
10,1976,92,0.1072,0,6,26,0.45,12.25,42.11,-5.7,128.4384,-24,7.51,-4.27,334.6724,10.9268,-12.9222,1639,33.3,335.1,196967,1.87,2.21,24,-7.51,-4.27,1.09,2.86,2.91,0,0,0,37.5,330.5,0.0114
11,1976,92,0.1183,0,7,6,0.45,12.25,42.1,-5.7,128.4349,-20.05,7.39,-12.97,327.3395,30.1935,-6.8285,1639,32.61,328.8,152106,5.27,1.19,20.05,-7.39,-12.97,1.63,3.14,2.72,0,0,0,31.08,325.8,0.0111
12,1976,92,0.1239,0,7,26,0.45,12.33,42.18,-5.7,128.5182,-19.82,3.16,-14.46,0,0,0,1639,0,0,0,0,0,19.82,-3.16,-14.46,1.71,4.18,2.45,0,0,0,0,0,0.0056
13,1976,92,0.1467,0,8,48,0.45,12.25,42.09,-5.7,128.4417,-18.36,-3.77,-15.73,342.9951,-4.0111,-39.6279,1639,33.99,345.3,115489,-0.67,6.59,18.36,3.77,-15.73,2.77,3.38,3.62,0,0,0,27.44,345.4,0.0228
14,1976,92,0.1689,0,10,8,0.45,12.25,42.08,-5.7,128.4448,-15.93,-8.07,-18.05,351.951,-17.5212,-50.5914,1639,36.5,356,63848,-2.85,8.17,15.93,8.07,-18.05,1.18,1.22,1.21,0.91,357.3,189931,30.31,357.8,0.0222
15,1976,92,0.1917,0,11,30,0.45,12.26,42.07,-5.7,128.4483,-16.62,-7.42,-14.99,347.2869,-19.3556,-37.1105,1639,34.7,349.8,96031,-3.19,6.09,16.62,7.42,-14.99,1.91,3.61,3.95,1.2,371.6,299781,29.87,352.9,0.0228
16,1976,92,0.2139,0,12,50,0.45,12.26,42.06,-5.7,128.4514,-19.86,15.72,-4.39,321.1608,54.2626,-22.6618,1639,35.9,326.5,66502,9.59,0,19.86,-15.72,-4.39,1.99,2.64,2.84,0,0,0,30.31,318.4,0.0222
17,1976,92,0.2367,0,14,12,0.45,12.26,42.05,-5.7,128.4549,-21.47,11.56,-6.49,316.8194,40.7541,-10.4291,1639,32.89,319.6,50621,7.33,1.87,21.47,-11.56,-6.49,0.51,1.11,1.16,0,0,0,27.5,315.4,0.0228
18,1976,92,0.2592,0,15,33,0.45,12.26,42.04,-5.7,128.4582,-21.85,8.83,-7.01,313.3614,32.6039,-9.6257,1639,31.62,315.2,40989,5.94,1.75,21.85,-8.83,-7.01,0.45,1.39,1.3,0,0,0,26.83,310,0.0225
19,1976,92,0.2817,0,16,54,0.45,12.26,42.03,-5.7,128.4615,-19.7,13.05,-7.08,0,0,0,1639,0,0,0,0,0,19.7,-13.05,-7.08,0.53,0.84,0.84,0,0,0,28,314.2,0.0225
20,1976,92,0.3039,0,18,14,0.45,12.27,42.02,-5.7,128.4646,-22.47,3.92,-5.8,314.5126,4.0623,-6.2042,1639,29.51,314.6,106361,0.74,1.13,22.47,-3.92,-5.8,1.68,4.4,1.74,0,0,0,27.01,307.2,0.0222
21,1976,92,0.3378,0,20,16,0.45,12.27,42,-5.7,128.4646,-23.37,1.49,-4.61,320.5554,7.3304,-24.8407,1639,28.04,321.6,166107,1.31,4.43,23.37,-1.49,-4.61,0.48,0.98,2.29,0,0,0,27.05,308.7,0.0339
22,1976,92,0.3433,0,20,36,0.45,12.27,42,-5.7,128.4679,-23.08,1.5,-6.63,312.6512,3.7108,4.0931,1639,28.95,312.7,99231,0.68,-0.75,23.08,-1.5,-6.63,0.4,1.03,1.22,0,0,0,27.91,306.3,0.0055
23,1976,92,0.3547,0,21,17,0.45,12.27,41.99,-5.7,128.4646,-23.02,0.83,-4.91,311.2674,7.2811,-5.4347,1639,27.15,311.4,63556,1.34,1,23.02,-0.83,-4.91,0.53,1.63,1.57,0,0,0,27.36,306.7,0.0114
24,1976,92,0.3658,0,21,57,0.45,12.27,41.99,-5.7,128.4712,-22.07,1.33,-8.91,312.7743,-1.3647,-3.7669,1639,27.17,312.8,102843,-0.25,0.69,22.07,-1.33,-8.91,0.64,1.84,1.47,0,0,0,28.26,307.9,0.0111
25,1976,92,0.3772,0,22,38,0.45,12.27,41.98,-5.69,128.4679,-22.05,-0.14,-8.51,321.4262,-4.2077,-20.3931,1639,28.5,322.1,116587,-0.75,3.63,22.05,0.14,-8.51,0.63,1.01,1.24,0,0,0,29.06,314.4,0.0114
26,1976,92,0.3883,0,23,18,0.45,12.28,41.98,-5.69,128.4745,-21.84,0.43,-8.7,314.822,1.044,-15.3974,1639,26.93,315.2,70004,0.19,2.8,21.84,-0.43,-8.7,0.36,0.77,0.84,0,0,0,27.17,308.5,0.0111
27,1976,92,0.3997,0,23,59,0.45,12.28,41.97,-5.69,128.4712,-21.64,0.5,-9.87,321.0181,6.4441,-18.2324,1639,29.18,321.6,140593,1.15,3.25,21.64,-0.5,-9.87,0.65,0.67,1.23,0,0,0,26.54,309.6,0.0114
28,1976,92,0.4108,0,24,39,0.45,12.28,41.97,-5.69,128.4778,-22.55,-0.16,-8.99,323.8448,3.4479,-20.319,1639,28.14,324.5,166717,0.61,3.59,22.55,0.16,-8.99,0.45,1,0.92,0,0,0,28.31,310,0.0111
29,1976,92,0.4222,0,25,20,0.45,12.28,41.96,-5.69,128.4745,-22.5,-0.4,-9.08,312.9294,2.8948,-20.292,1639,30.76,313.6,97675,0.53,3.71,22.5,0.4,-9.08,0.64,1.39,1.45,0,0,0,27.92,312.2,0.0114
30,1976,92,0.4333,0,26,0,0.45,12.28,41.96,-5.69,128.4811,-22.57,-1.65,-9.39,320.5267,-5.6508,-8.8985,1639,29.67,320.7,186302,-1.01,1.59,22.57,1.65,-9.39,0.32,0.79,0.86,0,0,0,27.36,309.6,0.0111
31,1976,92,0.4447,0,26,41,0.45,12.28,41.95,-5.69,128.4778,-22.98,-1.48,-8.72,316.8124,-5.9172,-24.326,1639,28.32,317.8,84986,-1.07,4.39,22.98,1.48,-8.72,0.29,0.61,0.72,0,0,0,29.66,314.8,0.0114
32,1976,92,0.4558,0,27,21,0.45,12.28,41.95,-5.69,128.4844,-23.23,-1.18,-8.73,323.7685,-4.0688,-21.3929,1639,29.43,324.5,169017,-0.72,3.78,23.23,1.18,-8.73,0.4,0.83,0.87,0,0,0,27.48,311.2,0.0111
33,1976,92,0.4672,0,28,2,0.45,12.28,41.94,-5.69,128.4811,-23.17,2.16,-8.74,316.8456,1.5484,-21.8229,1639,32.9,317.6,117903,0.28,3.94,23.17,-2.16,-8.74,0.56,3.02,1.42,0,0,0,30.18,313.6,0.0114
34,1976,92,0.4783,0,28,42,0.45,12.28,41.94,-5.69,128.4877,-23,3.07,-8.13,309.3755,9.8306,-17.0346,1639,31.32,310,61578,1.82,3.15,23,-3.07,-8.13,0.23,0.54,0.54,0,0,0,29.12,307.4,0.0111
35,1976,92,0.4897,0,29,23,0.45,12.28,41.93,-5.69,128.4844,-22.79,2.02,-8.18,312.6848,9.608,-20.4493,1639,28.57,313.5,97951,1.76,3.74,22.79,-2.02,-8.18,0.27,0.55,0.57,0,0,0,27.88,306.5,0.0114
36,1976,92,0.5008,0,30,3,0.45,12.29,41.93,-5.69,128.491,-22.78,3.01,-7.1,316.082,0.0552,-19.7754,1639,26.97,316.7,121931,0.01,3.58,22.78,-3.01,-7.1,0.31,0.87,0.88,0,0,0,28.64,307.3,0.0111
37,1976,92,0.5122,0,30,44,0.45,12.29,41.92,-5.69,128.4877,-23.56,1.43,-5.66,316.7289,6.4133,-16.0481,1639,25.8,317.2,122168,1.16,2.9,23.56,-1.43,-5.66,0.56,1.31,1.37,0,0,0,29.41,305.8,0.0114
38,1976,92,0.5233,0,31,24,0.45,12.29,41.92,-5.69,128.4943,-23.73,1.52,-5.07,315.5252,2.7535,-10.1367,1639,32.82,315.7,157852,0.5,1.84,23.73,-1.52,-5.07,0.36,0.95,0.73,0,0,0,27.7,306.8,0.0111
39,1976,92,0.5347,0,32,5,0.45,12.29,41.91,-5.69,128.491,-23.56,1.93,-5.22,319.5984,0.3347,-16.0224,1639,30.35,320,143013,0.06,2.87,23.56,-1.93,-5.22,0.54,1.82,1.76,0,0,0,26.35,303.5,0.0114
40,1976,92,0.5458,0,32,45,0.45,12.29,41.91,-5.69,128.4976,-23.06,4.12,-7.02,312.5872,1.3094,-8.2946,1639,32.09,312.7,143445,0.24,1.52,23.06,-4.12,-7.02,1.02,2.29,1.87,0,0,0,28.43,305.5,0.0111
41,1976,92,0.5572,0,33,26,0.45,12.29,41.9,-5.69,128.4943,-24.24,1.32,-3.63,315.4657,3.1935,-11.7336,1639,27.71,315.7,163378,0.58,2.13,24.24,-1.32,-3.63,0.33,0.73,0.83,0,0,0,27.48,306,0.0114
42,1976,92,0.5683,0,34,6,0.45,12.29,41.9,-5.69,128.5009,-24.27,2.65,-3.9,317.7951,1.3312,1.1648,1639,28.45,317.8,155582,0.24,-0.21,24.27,-2.65,-3.9,0.24,1.03,1.14,0,0,0,27.95,304.6,0.0111
43,1976,92,0.5797,0,34,47,0.45,12.29,41.89,-5.69,128.4976,-24.19,3.84,-4.57,315.3119,9.1379,-9.9132,1639,23.99,315.6,136052,1.66,1.8,24.19,-3.84,-4.57,0.37,0.86,1.11,0,0,0,26.98,301.2,0.0114
44,1976,92,0.5908,0,35,27,0.45,12.29,41.89,-5.69,128.5042,-23.87,4.24,-3.89,313.7812,10.8478,-4.4389,1639,26.58,314,149916,1.98,0.81,23.87,-4.24,-3.89,0.42,0.51,0.48,0,0,0,26.3,303.5,0.0111
45,1976,92,0.6022,0,36,8,0.45,12.3,41.88,-5.69,128.5009,-23.64,3.81,-3.57,307.5002,11.0068,-1.3426,1639,23.36,307.7,47132,2.05,0.25,23.64,-3.81,-3.57,0.27,0.94,0.6,0,0,0,25.97,300.5,0.0114
46,1976,92,0.6133,0,36,48,0.45,12.3,41.88,-5.69,128.5075,-23.33,4.14,-3.85,312.7905,7.0982,-4.2596,1639,29.95,312.9,155410,1.3,0.78,23.33,-4.14,-3.85,0.26,0.52,0.49,0,0,0,26.2,301.5,0.0111
47,1976,92,0.6247,0,37,29,0.45,12.3,41.87,-5.69,128.5042,-22.87,4.76,-3.42,312.3408,12.5995,-1.8004,1639,26.51,312.6,121034,2.31,0.33,22.87,-4.76,-3.42,0.22,0.43,0.63,0,0,0,25.66,299.5,0.0114
48,1976,92,0.6358,0,38,9,0.45,12.3,41.87,-5.69,128.5108,-22.56,5.72,-2.64,310.9918,12.7626,-5.3786,1639,25.78,311.3,108125,2.35,0.99,22.56,-5.72,-2.64,0.28,0.97,0.99,0,0,0,25.98,301.1,0.0111
49,1976,92,0.6472,0,38,50,0.45,12.3,41.86,-5.69,128.5075,-22.22,6.57,-2.24,313.7101,15.6174,0.932,1639,28.17,314.1,161208,2.85,-0.17,22.22,-6.57,-2.24,0.34,0.8,0.58,0,0,0,26.07,299.9,0.0114
50,1976,92,0.6583,0,39,30,0.45,12.3,41.86,-5.69,128.5141,-22.06,7.48,-2.58,317.1346,20.6749,7.6561,1639,24.05,317.9,200436,3.73,-1.38,22.06,-7.48,-2.58,0.28,0.98,0.86,0,0,0,26.23,299.4,0.0111
51,1976,92,0.6697,0,40,11,0.45,12.3,41.85,-5.69,128.5108,-21.44,8.55,-1.51,307.9386,23.0459,-0.3773,1639,26.19,308.8,79126,4.28,0.07,21.44,-8.55,-1.51,0.4,1.01,1.99,0,0,0,26.38,300.2,0.0114
52,1976,92,0.6808,0,40,51,0.45,12.3,41.84,-5.69,128.5074,-20.66,10.19,2.72,311.077,23.7176,8.6599,1639,26.8,312.1,131624,4.36,-1.59,20.66,-10.19,2.72,0.42,1.23,1.1,0,0,0,26.99,299.7,0.0111
53,1976,92,0.6922,0,41,32,0.45,12.3,41.84,-5.69,128.5141,-20.52,10.65,2.94,319.1126,37.6565,19.2029,1639,28.6,321.9,171652,6.73,-3.42,20.52,-10.65,2.94,0.33,0.96,1.35,0,0,0,28.3,305,0.0114
54,1976,92,0.7033,0,42,12,0.45,12.31,41.83,-5.69,128.5107,-20.44,10.78,3.71,315.3046,33.1399,24.6733,1639,30.74,318,111659,6,-4.45,20.44,-10.78,3.71,0.29,1.08,0.95,0,0,0,25.93,305.8,0.0111
55,1976,92,0.7147,0,42,53,0.45,12.31,41.83,-5.69,128.5174,-20.8,10.75,1.41,319.3459,34.241,24.3749,1639,33.22,322.1,142689,6.12,-4.34,20.8,-10.75,1.41,0.57,1.2,1.32,0,0,0,27.72,305.8,0.0114
56,1976,92,0.7258,0,43,33,0.45,12.31,41.82,-5.69,128.514,-20.99,10.2,0.93,315.6457,31.8395,14.961,1639,30.26,317.6,138212,5.76,-2.7,20.99,-10.2,0.93,0.33,0.64,0.75,0,0,0,28.56,302.8,0.0111
57,1976,92,0.7372,0,44,14,0.45,12.31,41.82,-5.69,128.5207,-21.19,9.85,0.38,314.2312,29.3716,15.8772,1639,27.88,316,136461,5.34,-2.88,21.19,-9.85,0.38,0.29,0.75,0.6,0,0,0,26.73,300.6,0.0114
58,1976,92,0.7483,0,44,54,0.45,12.31,41.81,-5.69,128.5173,-20.59,10.94,0.91,316.2007,30.6138,8.7626,1639,29.46,317.8,163108,5.53,-1.58,20.59,-10.94,0.91,0.34,0.85,1.16,0,0,0,26.76,301.1,0.0111
59,1976,92,0.7597,0,45,35,0.45,12.31,41.81,-5.69,128.524,-20.43,10.92,0.33,313.6923,38.7389,11.9214,1639,27.1,316.3,108222,7.04,-2.16,20.43,-10.92,0.33,0.63,1.48,2.04,0,0,0,27.97,304.8,0.0114
60,1976,92,0.7708,0,46,15,0.45,12.31,41.8,-5.69,128.5206,-20.24,11.27,-2.5,305.1142,36.2207,9.3875,1639,28.39,307.4,40849,6.77,-1.75,20.24,-11.27,-2.5,0.55,0.95,0.7,0,0,0,27.21,302.4,0.0111
61,1976,92,0.7822,0,46,56,0.45,12.31,41.8,-5.69,128.5273,-20.33,10.86,-0.03,318.74,33.5572,7.9448,1639,32.63,320.6,167903,6.01,-1.42,20.33,-10.86,-0.03,0.43,1.26,2,0,0,0,27.65,300.2,0.0114
62,1976,92,0.7933,0,47,36,0.45,12.31,41.79,-5.69,128.5239,-20.58,10.56,-0.67,318.4683,36.7917,25.5122,1639,31.74,321.6,156452,6.59,-4.55,20.58,-10.56,-0.67,0.56,1.22,1.43,0,0,0,25.94,305.6,0.0111
63,1976,92,0.8047,0,48,17,0.45,12.31,41.79,-5.69,128.5306,-20.81,9.18,0.35,314.9541,31.3256,13.5977,1639,26.63,316.8,145385,5.68,-2.46,20.81,-9.18,0.35,0.72,1.83,1.28,0,0,0,26.67,299.8,0.0114
64,1976,92,0.8158,0,48,57,0.45,12.31,41.78,-5.69,128.5272,-20.7,9.85,0.23,313.9054,32.7159,11.0763,1639,26.92,315.8,112374,5.95,-2.01,20.7,-9.85,0.23,0.63,1.54,1.44,0,0,0,26.72,302.3,0.0111
65,1976,92,0.8272,0,49,38,0.45,12.32,41.78,-5.69,128.5339,-20.01,11.71,-2.12,315.5486,39.0241,5.4944,1639,28.71,318,122054,7.05,-0.99,20.01,-11.71,-2.12,0.43,1.33,0.89,0,0,0,26.51,305.8,0.0114
66,1976,92,0.8383,0,50,18,0.45,12.32,41.77,-5.69,128.5305,-19.57,12.05,-2.68,316.177,36.3033,5.3885,1639,31.21,318.3,116269,6.55,-0.97,19.57,-12.05,-2.68,0.52,1.25,2.21,0,0,0,26.8,304.3,0.0111
67,1976,92,0.8497,0,50,59,0.45,12.32,41.77,-5.69,128.5372,-19.72,11.67,-2.29,314.0238,39.5591,13.6529,1639,26.78,316.8,131988,7.18,-2.47,19.72,-11.67,-2.29,0.36,0.53,0.68,0,0,0,26.8,305.9,0.0114
68,1976,92,0.8608,0,51,39,0.45,12.32,41.76,-5.69,128.5338,-20.18,10.99,-2.44,314.7463,38.8133,6.6429,1639,27.56,317.2,112715,7.03,-1.2,20.18,-10.99,-2.44,0.41,1.09,0.58,0,0,0,26.47,303.4,0.0111
69,1976,92,0.8722,0,52,20,0.45,12.32,41.76,-5.69,128.5405,-20.52,10.35,-2.62,315.4657,34.2148,7.3117,1639,28.98,317.4,116477,6.19,-1.32,20.52,-10.35,-2.62,0.86,1.56,1.52,0,0,0,27.08,303.8,0.0114
70,1976,92,0.8833,0,53,0,0.45,12.32,41.75,-5.69,128.5371,-20.36,10.06,-0.67,315.8454,33.0852,4.1018,1639,31.65,317.6,137803,5.98,-0.74,20.36,-10.06,-0.67,0.4,1.41,1.91,0,0,0,27.02,303.2,0.0111
71,1976,92,0.8947,0,53,41,0.45,12.32,41.75,-5.69,128.5438,-20.38,9.76,-2.53,317.9104,31.6756,8.5892,1639,27.31,319.6,205358,5.69,-1.54,20.38,-9.76,-2.53,0.43,0.91,0.74,0,0,0,25.92,300,0.0114
72,1976,92,0.9058,0,54,21,0.45,12.32,41.74,-5.69,128.5404,-21.59,8.46,-2.38,313.0891,28.1077,5.7065,1639,27.59,314.4,132329,5.13,-1.04,21.59,-8.46,-2.38,0.37,0.59,0.62,0,0,0,26.38,301.4,0.0111
73,1976,92,0.9172,0,55,2,0.45,12.33,41.74,-5.69,128.5471,-20.46,10.06,-3.68,311.7715,28.5929,3.5519,1639,25.06,313.1,109457,5.24,-0.65,20.46,-10.06,-3.68,0.41,1.42,1.81,0,0,0,26.39,300.2,0.0114
74,1976,92,0.9283,0,55,42,0.45,12.33,41.73,-5.69,128.5437,-20.55,9.16,-4.85,315.1274,30.2323,4.0337,1639,28.29,316.6,110165,5.48,-0.73,20.55,-9.16,-4.85,0.51,0.87,1.06,0,0,0,27.39,302.3,0.0111
75,1976,92,0.9397,0,56,23,0.45,12.33,41.73,-5.69,128.5504,-20.58,8.45,-5.08,315.4869,28.212,-5.8606,1639,25.36,316.8,114680,5.11,1.06,20.58,-8.45,-5.08,0.51,1.04,1.07,0,0,0,25.53,299.9,0.0114
76,1976,92,0.9508,0,57,3,0.45,12.33,41.72,-5.69,128.547,-21.05,6.95,-5.32,313.9899,30.7317,2.4779,1639,29.69,315.5,154506,5.59,-0.45,21.05,-6.95,-5.32,0.47,0.99,0.73,0,0,0,24.61,300.7,0.0111
77,1976,92,0.9622,0,57,44,0.45,12.33,41.72,-5.69,128.5537,-20.66,8.16,-5.69,318.1903,21.692,-6.7363,1639,28.52,319,213385,3.9,1.21,20.66,-8.16,-5.69,0.3,0.39,0.63,0,0,0,25.38,299.4,0.0114
78,1976,92,0.9733,0,58,24,0.45,12.33,41.71,-5.69,128.5502,-21.3,5.44,-5.44,314.1076,26.9837,-4.7324,1639,28.99,315.3,112592,4.91,0.86,21.3,-5.44,-5.44,0.55,2.02,1.01,0,0,0,26.2,301.5,0.0111
79,1976,92,0.9847,0,59,5,0.45,12.33,41.71,-5.69,128.557,-21.53,5.81,-4.43,312.0963,12.3714,-6.0518,1639,28.62,312.4,144670,2.27,1.11,21.53,-5.81,-4.43,0.28,1.55,1.14,0,0,0,26.44,297.4,0.0114
80,1976,92,0.9958,0,59,45,0.45,12.33,41.7,-5.69,128.5535,-21.41,4.84,-5.15,310.4478,18.2265,3.311,1639,26.6,311,141587,3.36,-0.61,21.41,-4.84,-5.15,0.43,3.23,1.01,0,0,0,28.08,298.3,0.0111
81,1976,92,1.0072,1,0,26,0.45,12.33,41.7,-5.69,128.5603,-21.28,0.49,-6.88,309.0491,1.0788,-5.5024,1639,29.78,309.1,114268,0.2,1.02,21.28,-0.49,-6.88,0.41,1.59,1.29,0,0,0,26.74,300.1,0.0114
82,1976,92,1.0183,1,1,6,0.45,12.33,41.69,-5.69,128.5568,-20.63,0.73,-8.62,314.4814,1.0978,-14.1156,1639,27.93,314.8,121216,0.2,2.57,20.63,-0.73,-8.62,0.43,0.76,0.94,0,0,0,25.22,305.2,0.0111
83,1976,92,1.0297,1,1,47,0.45,12.33,41.68,-5.69,128.5536,-20.81,0.23,-7.96,307.4504,-1.0195,-12.3486,1639,30.11,307.7,118767,-0.19,2.3,20.81,-0.23,-7.96,0.32,0.69,0.87,0,0,0,25.46,302.5,0.0114
84,1976,92,1.0408,1,2,27,0.45,12.34,41.68,-5.69,128.5601,-20.58,1.58,-8.67,313.9456,-5.6992,-15.9064,1639,29.83,314.4,155864,-1.04,2.9,20.58,-1.58,-8.67,0.37,2.55,1.53,0,0,0,24.97,305.7,0.0111
85,1976,92,1.0522,1,3,8,0.45,12.34,41.68,-5.69,128.5669,-20.31,7.51,-7,311.7198,9.7417,-16.3445,1639,24.53,312.3,115661,1.79,3,20.31,-7.51,-7,0.38,1.55,1.66,0,0,0,25.59,300.1,0.0114
86,1976,92,1.0633,1,3,48,0.45,12.34,41.67,-5.69,128.5634,-20.63,5.29,-7.17,303.886,23.4361,-8.2473,1639,24.59,304.9,45868,4.41,1.55,20.63,-5.29,-7.17,0.36,1.31,1.04,0,0,0,26.78,302.9,0.0111
87,1976,92,1.0747,1,4,29,0.45,12.34,41.67,-5.69,128.5702,-19.81,3.7,-9.25,312.9835,12.6254,-17.0192,1639,25.81,313.7,116711,2.31,3.11,19.81,-3.7,-9.25,0.38,0.78,0.63,0,0,0,25.57,301.5,0.0114
88,1976,92,1.0858,1,5,9,0.45,12.34,41.66,-5.69,128.5667,-20.97,4.07,-6.86,313.8878,15.3517,-16.5798,1639,22.92,314.7,104993,2.8,3.02,20.97,-4.07,-6.86,0.33,0.78,0.76,0,0,0,25.32,304.5,0.0111
89,1976,92,1.0972,1,5,50,0.45,12.34,41.65,-5.69,128.5635,-20.88,2.62,-7.75,308.5818,13.419,-8.8434,1639,24.18,309,144631,2.49,1.64,20.88,-2.62,-7.75,0.24,0.94,0.64,0,0,0,24.1,297.9,0.0114
90,1976,92,1.1083,1,6,30,0.45,12.34,41.65,-5.69,128.57,-20.84,2.83,-7.37,313.8699,7.7804,-12.1162,1639,24.94,314.2,192221,1.42,2.21,20.84,-2.83,-7.37,0.32,0.7,0.7,0,0,0,25.55,300.8,0.0111
91,1976,92,1.1197,1,7,11,0.45,12.34,41.65,-5.69,128.5768,-20.81,4.1,-7.32,311.8633,10.836,-5.5014,1639,22.44,312.1,140580,1.99,1.01,20.81,-4.1,-7.32,0.36,0.72,0.65,0,0,0,24.34,298.6,0.0114
92,1976,92,1.1253,1,7,31,0.45,12.34,41.64,-5.69,128.57,-20.75,3.97,-7.45,307.9937,13.3934,-13.9452,1639,28.14,308.6,124052,0,0,20.75,-3.97,-7.45,0.44,0.89,0.83,0,0,0,24.62,307.4,0.0056
93,1976,92,1.1478,1,8,52,0.45,12.35,41.63,-5.69,128.5733,-20.29,5.53,-10.14,310.85,16.2366,-22.6947,1639,31.89,312.1,56578,2.99,4.17,20.29,-5.53,-10.14,0.79,1.91,2.06,3.72,289.2,173858,26.36,309.4,0.0225
94,1976,92,1.1703,1,10,13,0.45,12.35,41.62,-5.69,128.5766,-17.91,1.34,-13.04,315.1818,4.6211,-29.5746,1639,30.12,316.6,48386,0.84,5.36,17.91,-1.34,-13.04,0.74,1.31,1.13,0,0,0,26.3,317.6,0.0225
95,1976,92,1.1928,1,11,34,0.45,12.35,41.61,-5.69,128.5799,-17.71,3.05,-12.48,315.4086,10.1325,-25.5011,1639,31.71,316.6,61909,1.84,4.62,17.71,-3.05,-12.48,0.88,1.67,1.43,0,0,0,27.14,315.1,0.0225
96,1976,92,1.2153,1,12,55,0.45,12.35,41.6,-5.69,128.5832,-19.17,0.26,-9.42,300.9809,1.681,2.9419,1639,29.69,301,50283,0.32,-0.56,19.17,-0.26,-9.42,1.88,2.11,3.39,0,0,0,25.12,299.4,0.0225
97,1976,92,1.2378,1,14,16,0.45,12.36,41.59,-5.69,128.5865,-14.51,0.66,-16.72,324.5193,5.098,-35.545,1639,29.16,326.5,51728,0.9,6.25,14.51,-0.66,-16.72,0.69,0.79,0.65,0,0,0,26.43,324.3,0.0225
98,1976,92,1.2603,1,15,37,0.45,12.36,41.58,-5.69,128.5898,-16.22,-2.26,-14.1,316.124,-3.8072,-25.8254,1639,27.98,317.2,39241,-0.69,4.67,16.22,2.26,-14.1,1.66,1.36,1.79,0,0,0,24.63,315.7,0.0225
99,1976,92,1.2828,1,16,58,0.45,12.36,41.57,-5.69,128.5931,-16.99,-1.45,-13.26,0,0,0,1639,0,0,0,0,0,16.99,1.45,-13.26,0.73,0.91,1.11,0,0,0,24.92,315.5,0.0225
100,1976,92,1.3053,1,18,19,0.45,12.36,41.56,-5.68,128.5964,-17.45,-3.46,-12.78,317.7785,-8.0993,-25.4645,1639,27.25,318.9,112812,-1.46,4.58,17.45,3.46,-12.78,0.62,0.95,0.75,0,0,0,24.95,314.2,0.0225
101,1976,92,1.3392,1,20,21,0.45,12.36,41.54,-5.68,128.5965,-17.18,-1.1,-14.1,317.3223,-7.9214,-30.676,1639,25.04,318.9,107738,0,0,17.18,1.1,-14.1,0.85,1.08,1.32,0,0,0,26.18,313.3,0.0339
