year          day          dechr          hour          min          sec          rh          esh          clong          clat          HGIlong          br          bt          bn          vp1r          vp1t          vp1n          crot          np1          vp1          Tp1          vaz          vel          Bx          By          Bz          sBx          sBy          sBz          nal          val          Tal          np2          vp2
   1976.0000      92.0000       1.3783       1.0000      22.0000      42.0000       0.4500      12.3700      41.5300      -5.6800     128.6096     -19.0600      -2.9900      -9.3300     312.8992       7.1553     -21.2271    1639.0000      25.2700     313.7000  134350.0000       1.3100       3.8800      19.0600       2.9900      -9.3300       1.1300       2.4300       2.6600       0.0000       0.0000       0.0000      26.0300     305.6000
   1976.0000      92.0000       1.3897       1.0000      23.0000      23.0000       0.4500      12.3700      41.5200      -5.6800     128.6063     -15.3300       2.5200     -15.4100     313.7835     -19.0819      -9.2752    1639.0000      27.5400     314.5000  105666.0000      -3.4800       1.6900      15.3300      -2.5200     -15.4100       1.9400       2.1800       2.6500       0.0000       0.0000       0.0000      23.1400     307.6000
   1976.0000      92.0000       1.4008       1.0000      24.0000       3.0000       0.4500      12.3700      41.5200      -5.6800     128.6129     -12.5000       1.0600     -16.7100     329.7856      18.6111     -44.5423    1639.0000      27.0300     333.3000   82732.0000       3.2300       7.6800      12.5000      -1.0600     -16.7100       1.8600       6.2900       3.2700       0.0000       0.0000       0.0000      27.2700     332.0000
   1976.0000      92.0000       1.4122       1.0000      24.0000      44.0000       0.4500      12.3700      41.5100      -5.6800     128.6096     -14.5400       4.6300     -16.3500     335.9852      26.0886     -30.7877    1639.0000      21.7800     338.4000  117175.0000       4.4400       5.2200      14.5400      -4.6300     -16.3500       1.0300       1.2000       1.4000       0.0000       0.0000       0.0000      28.0900     323.4000
   1976.0000      92.0000       1.4233       1.0000      25.0000      24.0000       0.4500      12.3700      41.5100      -5.6800     128.6162     -14.9200       1.4100     -16.1600     333.8154      15.9759     -30.6496    1639.0000      29.1800     335.6000  132657.0000       2.7400       5.2400      14.9200      -1.4100     -16.1600       0.9100       0.7400       0.8500       0.0000       0.0000       0.0000      20.7900     324.0000
   1976.0000      92.0000       1.4347       1.0000      26.0000       5.0000       0.4500      12.3700      41.5000      -5.6800     128.6129     -14.4100       1.1000     -16.8400     327.5799       3.2018     -34.4317    1639.0000      24.9800     329.4000   88491.0000       0.5600       6.0000      14.4100      -1.1000     -16.8400       0.6600       0.5100       0.7500       0.0000       0.0000       0.0000      26.8400     324.2000
   1976.0000      92.0000       1.4458       1.0000      26.0000      45.0000       0.4500      12.3700      41.5000      -5.6800     128.6195     -12.4100       2.3100     -18.2600     330.7813       3.8682     -35.4695    1639.0000      28.2100     332.7000   78408.0000       0.6700       6.1200      12.4100      -2.3100     -18.2600       1.5800       1.2300       1.0500       0.0000       0.0000       0.0000      28.5800     327.7000
   1976.0000      92.0000       1.4572       1.0000      27.0000      26.0000       0.4500      12.3800      41.4900      -5.6800     128.6162     -12.8900       2.0100     -18.1100     329.3048       5.6331     -41.8406    1639.0000      25.2300     332.0000   84203.0000       0.9800       7.2400      12.8900      -2.0100     -18.1100       0.7200       0.6800       1.0800       0.0000       0.0000       0.0000      24.9500     326.6000
   1976.0000      92.0000       1.4683       1.0000      28.0000       6.0000       0.4500      12.3800      41.4900      -5.6800     128.6228     -13.3900       2.1600     -17.5500     332.8227       2.9626     -35.2761    1639.0000      26.1300     334.7000   90742.0000       0.5100       6.0500      13.3900      -2.1600     -17.5500       0.7500       0.7300       0.8200       0.0000       0.0000       0.0000      26.9800     331.9000
   1976.0000      92.0000       1.4797       1.0000      28.0000      47.0000       0.4500      12.3800      41.4800      -5.6800     128.6195     -12.1300       3.6900     -18.3300     335.0243       5.2630     -37.8797    1639.0000      27.0800     337.2000   87994.0000       0.9000       6.4500      12.1300      -3.6900     -18.3300       0.9300       1.0300       1.0900       0.0000       0.0000       0.0000      26.2100     333.0000
   1976.0000      92.0000       1.4908       1.0000      29.0000      27.0000       0.4500      12.3800      41.4800      -5.6800     128.6261     -10.8200       3.6900     -19.4800     334.4033      12.4373     -46.1368    1639.0000      27.7100     337.8000   78288.0000       2.1300       7.8500      10.8200      -3.6900     -19.4800       0.6600       1.9400       1.5500       0.0000       0.0000       0.0000      25.8500     334.9000
   1976.0000      92.0000       1.5022       1.0000      30.0000       8.0000       0.4500      12.3800      41.4700      -5.6800     128.6228     -10.7600       2.6300     -19.5300     340.2811       6.7120     -47.1665    1639.0000      25.1000     343.6000   80019.0000       1.1300       7.8900      10.7600      -2.6300     -19.5300       0.8900       0.9700       0.8100       0.0000       0.0000       0.0000      24.5700     336.6000
   1976.0000      92.0000       1.5133       1.0000      30.0000      48.0000       0.4500      12.3800      41.4600      -5.6800     128.6194     -11.2400       3.1600     -19.3100     337.5839       8.7220     -51.4939    1639.0000      28.5800     341.6000   64056.0000       1.4800       8.6700      11.2400      -3.1600     -19.3100       1.0000       0.6200       0.9500       0.0000       0.0000       0.0000      27.4800     335.4000
   1976.0000      92.0000       1.5247       1.0000      31.0000      29.0000       0.4500      12.3800      41.4600      -5.6800     128.6261      -7.1600       0.9200     -20.7000     334.8090       9.2936     -42.3125    1639.0000      22.0000     337.6000   77505.0000       1.5900       7.2000       7.1600      -0.9200     -20.7000       2.4400       2.3800       3.2400       0.0000       0.0000       0.0000      26.7500     330.7000
   1976.0000      92.0000       1.5358       1.0000      32.0000       9.0000       0.4500      12.3800      41.4600      -5.6800     128.6327     -10.9400       3.8400     -18.8100     343.9153      14.5346     -51.8130    1639.0000      23.5000     348.1000   54285.0000       2.4200       8.5600      10.9400      -3.8400     -18.8100       2.5300       1.1700       2.2300       0.0000       0.0000       0.0000      28.5100     347.3000
   1976.0000      92.0000       1.5472       1.0000      32.0000      50.0000       0.4500      12.3800      41.4500      -5.6800     128.6294      -9.6700       3.6400     -19.3900     340.6075      13.3825     -49.1809    1639.0000      28.6600     344.4000   68283.0000       2.2500       8.2100       9.6700      -3.6400     -19.3900       2.2000       0.7100       2.5000       0.0000       0.0000       0.0000      24.9100     333.2000
   1976.0000      92.0000       1.5583       1.0000      33.0000      30.0000       0.4500      12.3900      41.4500      -5.6800     128.6360     -10.6100       4.3700     -18.9300     334.6269      13.1475     -41.1187    1639.0000      27.1600     337.4000   73353.0000       2.2500       7.0000      10.6100      -4.3700     -18.9300       1.4700       0.9500       1.3000       0.0000       0.0000       0.0000      26.3200     338.7000
   1976.0000      92.0000       1.5697       1.0000      34.0000      11.0000       0.4500      12.3900      41.4400      -5.6800     128.6327     -10.9000       4.7100     -18.4600     331.4401      14.8767     -42.6189    1639.0000      26.9200     334.5000   81325.0000       2.5700       7.3200      10.9000      -4.7100     -18.4600       1.3000       0.7600       1.2800       0.0000       0.0000       0.0000      24.9500     331.7000
   1976.0000      92.0000       1.5808       1.0000      34.0000      51.0000       0.4500      12.3900      41.4300      -5.6800     128.6293      -9.9800       4.4200     -18.9300     340.2473      15.9266     -42.0039    1639.0000      27.0100     343.2000   70238.0000       2.6800       7.0300       9.9800      -4.4200     -18.9300       2.2900       0.7600       1.3500       0.0000       0.0000       0.0000      26.6400     334.2000
   1976.0000      92.0000       1.5922       1.0000      35.0000      32.0000       0.4500      12.3900      41.4300      -5.6800     128.6360      -8.7900       2.5400     -19.1700     340.4107      15.8152     -50.5040    1639.0000      30.4000     344.5000   61532.0000       2.6600       8.4300       8.7900      -2.5400     -19.1700       3.1100       2.5300       2.0600       0.0000       0.0000       0.0000      27.5800     341.9000
   1976.0000      92.0000       1.6033       1.0000      36.0000      12.0000       0.4500      12.3900      41.4300      -5.6800     128.6426     -10.6500       0.4800     -18.4500     322.6501      -7.3783     -30.7916    1639.0000      21.4900     324.2000   97730.0000      -1.3100       5.4500      10.6500      -0.4800     -18.4500       1.1400       1.2400       1.0700       0.0000       0.0000       0.0000      23.1900     331.2000
   1976.0000      92.0000       1.6147       1.0000      36.0000      53.0000       0.4500      12.3900      41.4200      -5.6800     128.6393     -11.1000       2.3100     -18.0300     340.0628       2.8490     -47.6733    1639.0000      26.1200     343.4000   96210.0000       0.4800       7.9800      11.1000      -2.3100     -18.0300       1.4700       1.1100       1.3900       0.0000       0.0000       0.0000      24.9200     334.7000
   1976.0000      92.0000       1.6258       1.0000      37.0000      33.0000       0.4500      12.3900      41.4200      -5.6800     128.6459     -12.7700      -0.6800     -16.4100     334.6441       0.4088     -40.6149    1639.0000      26.1600     337.1000   63897.0000       0.0700       6.9200      12.7700       0.6800     -16.4100       2.2200       1.9900       2.0000       0.0000       0.0000       0.0000      23.3900     331.0000
   1976.0000      92.0000       1.6372       1.0000      38.0000      14.0000       0.4500      12.3900      41.4100      -5.6800     128.6426     -15.5000      -1.6100     -14.0600     331.8629       0.4054     -24.9529    1639.0000      19.2400     332.8000  104448.0000       0.0700       4.3000      15.5000       1.6100     -14.0600       0.9100       1.0400       1.1700       0.0000       0.0000       0.0000      23.0000     308.4000
   1976.0000      92.0000       1.6483       1.0000      38.0000      54.0000       0.4500      12.3900      41.4000      -5.6800     128.6392     -18.5700      -2.4000      -8.7800     321.7450     -10.1675     -21.1552    1639.0000      24.4900     322.6000  140229.0000      -1.8100       3.7600      18.5700       2.4000      -8.7800       0.7900       1.0600       1.7100       0.0000       0.0000       0.0000      24.4600     315.1000
   1976.0000      92.0000       1.6597       1.0000      39.0000      35.0000       0.4500      12.3900      41.4000      -5.6800     128.6459     -19.6300      -0.8000      -6.2900     311.1796     -17.7245      -3.1553    1639.0000      22.3300     311.7000  163466.0000      -3.2600       0.5800      19.6300       0.8000      -6.2900       0.3300       0.5200       0.9300       0.0000       0.0000       0.0000      26.7900     313.5000
   1976.0000      92.0000       1.6708       1.0000      40.0000      15.0000       0.4500      12.4000      41.3900      -5.6800     128.6425     -19.8000      -0.8900      -4.9500     307.9320      -5.1062       3.9778    1639.0000      24.3700     308.0000  117409.0000      -0.9500      -0.7400      19.8000       0.8900      -4.9500       0.2500       0.4900       0.7300       0.0000       0.0000       0.0000      24.2000     297.6000
   1976.0000      92.0000       1.6822       1.0000      40.0000      56.0000       0.4500      12.4000      41.3900      -5.6800     128.6492     -19.4600      -0.6900      -5.6000     314.5817     -10.8205       4.5052    1639.0000      21.1900     314.8000  172786.0000      -1.9700      -0.8200      19.4600       0.6900      -5.6000       0.6100       2.1200       2.6600       0.0000       0.0000       0.0000      24.1400     298.4000
   1976.0000      92.0000       1.6933       1.0000      41.0000      36.0000       0.4500      12.4000      41.3800      -5.6800     128.6458     -19.9000      -1.4500       4.5500     320.3622      -2.9076      -3.9702    1639.0000      24.2000     320.4000  197974.0000      -0.5200       0.7100      19.9000       1.4500       4.5500       0.4200       1.2300       1.6200       0.0000       0.0000       0.0000      23.4600     307.9000
   1976.0000      92.0000       1.7047       1.0000      42.0000      17.0000       0.4500      12.4000      41.3800      -5.6800     128.6525     -19.9100      -0.5100       5.6100     310.8761      -2.3874      19.5592    1639.0000      27.7600     311.5000  111922.0000      -0.4400      -3.6000      19.9100       0.5100       5.6100       0.2800       1.0600       1.2400       0.0000       0.0000       0.0000      23.9700     305.5000
   1976.0000      92.0000       1.7158       1.0000      42.0000      57.0000       0.4500      12.4000      41.3700      -5.6800     128.6491     -19.6800       1.6900       6.7000     313.2564      -2.8978      24.1598    1639.0000      27.5800     314.2000  108414.0000      -0.5300      -4.4100      19.6800      -1.6900       6.7000       0.5900       1.4000       1.7400       0.0000       0.0000       0.0000      25.9200     307.6000
   1976.0000      92.0000       1.7272       1.0000      43.0000      38.0000       0.4500      12.4000      41.3700      -5.6800     128.6558     -20.0400       0.9600       4.9400     318.7787       3.6722      29.9109    1639.0000      30.5000     320.2000  167757.0000       0.6600      -5.3600      20.0400      -0.9600       4.9400       0.3600       1.4900       1.1900       0.0000       0.0000       0.0000      22.5700     305.2000
   1976.0000      92.0000       1.7383       1.0000      44.0000      18.0000       0.4500      12.4000      41.3600      -5.6800     128.6524     -18.8400       3.2500       8.3100     317.3331       6.1485      33.9195    1639.0000      25.5400     319.2000  181836.0000       1.1100      -6.1000      18.8400      -3.2500       8.3100       1.0200       1.8600       2.4800       0.0000       0.0000       0.0000      24.6000     304.5000
   1976.0000      92.0000       1.7497       1.0000      44.0000      59.0000       0.4500      12.4000      41.3600      -5.6800     128.6591     -19.4100       2.0400       7.7100     322.5843      -1.0697      40.3518    1639.0000      26.6200     325.1000  203191.0000      -0.1900      -7.1300      19.4100      -2.0400       7.7100       0.9300       1.5600       1.9100       0.0000       0.0000       0.0000      25.6600     318.0000
   1976.0000      92.0000       1.7608       1.0000      45.0000      39.0000       0.4500      12.4000      41.3500      -5.6800     128.6557     -18.7200       2.1400       8.7900     320.9485      -2.1286      36.2846    1639.0000      23.1500     323.0000  192725.0000      -0.3800      -6.4500      18.7200      -2.1400       8.7900       1.5900       1.8500       2.3300       0.0000       0.0000       0.0000      25.1000     310.3000
   1976.0000      92.0000       1.7722       1.0000      46.0000      20.0000       0.4500      12.4100      41.3500      -5.6800     128.6624     -20.7300       1.8000       0.6100     329.0723       5.3418      76.1034    1639.0000      26.4900     337.8000   88784.0000       0.9300     -13.0200      20.7300      -1.8000       0.6100       0.3300       1.5000       1.8300       0.0000       0.0000       0.0000      21.6200     332.3000
   1976.0000      92.0000       1.7833       1.0000      47.0000       0.0000       0.4500      12.4100      41.3400      -5.6800     128.6590     -20.6100       1.7000       3.0400     315.1582      -2.7503      14.4220    1639.0000      27.1600     315.5000  168647.0000      -0.5000      -2.6200      20.6100      -1.7000       3.0400       0.2100       1.4700       0.8300       0.0000       0.0000       0.0000      23.8200     300.6000
   1976.0000      92.0000       1.7947       1.0000      47.0000      41.0000       0.4500      12.4100      41.3400      -5.6800     128.6657     -20.6100       1.9100       2.6100     320.2005      -0.6147      26.5504    1639.0000      27.7800     321.3000  201726.0000      -0.1100      -4.7400      20.6100      -1.9100       2.6100       0.3200       1.1300       1.6800       0.0000       0.0000       0.0000      23.8300     304.9000
   1976.0000      92.0000       1.8058       1.0000      48.0000      21.0000       0.4500      12.4100      41.3300      -5.6800     128.6623     -19.8600       2.1000       5.7100     313.0689       0.9289      27.7756    1639.0000      27.6900     314.3000  180978.0000       0.1700      -5.0700      19.8600      -2.1000       5.7100       0.7800       1.2800       2.3200       0.0000       0.0000       0.0000      24.4100     297.1000
   1976.0000      92.0000       1.8172       1.0000      49.0000       2.0000       0.4500      12.4100      41.3300      -5.6800     128.6690     -20.0700       2.7000       3.6000     308.6417       2.6396      45.5779    1639.0000      26.7300     312.0000  120878.0000       0.4900      -8.4000      20.0700      -2.7000       3.6000       0.7000       1.1700       1.9200       0.0000       0.0000       0.0000      23.4100     305.5000
   1976.0000      92.0000       1.8283       1.0000      49.0000      42.0000       0.4500      12.4100      41.3200      -5.6800     128.6656     -20.0300       3.5200       2.7700     314.6469       5.8218      25.0991    1639.0000      25.2100     315.7000  210604.0000       1.0600      -4.5600      20.0300      -3.5200       2.7700       0.2400       0.8500       1.1700       0.0000       0.0000       0.0000      24.5300     299.2000
   1976.0000      92.0000       1.8397       1.0000      50.0000      23.0000       0.4500      12.4100      41.3200      -5.6800     128.6723     -19.9900       4.5500       1.1200     310.7285      11.9913      25.4563    1639.0000      26.8500     312.0000  173689.0000       2.2100      -4.6800      19.9900      -4.5500       1.1200       0.1800       0.3700       0.5200       0.0000       0.0000       0.0000      23.9900     295.1000
   1976.0000      92.0000       1.8508       1.0000      51.0000       3.0000       0.4500      12.4100      41.3100      -5.6800     128.6689     -19.6500       6.0300      -0.2300     310.0833      10.3949      21.4777    1639.0000      23.8800     311.0000  210952.0000       1.9200      -3.9600      19.6500      -6.0300      -0.2300       0.2000       0.3900       0.5100       0.0000       0.0000       0.0000      23.2300     295.0000
   1976.0000      92.0000       1.8622       1.0000      51.0000      44.0000       0.4500      12.4100      41.3100      -5.6800     128.6756     -20.0200       4.8700       0.4800     311.3222      17.7872      15.1965    1639.0000      23.7800     312.2000  152635.0000       3.2700      -2.7900      20.0200      -4.8700       0.4800       0.2700       0.7900       0.6900       0.0000       0.0000       0.0000      23.7400     296.6000
   1976.0000      92.0000       1.8733       1.0000      52.0000      24.0000       0.4500      12.4200      41.3000      -5.6800     128.6722     -20.2000       3.7500      -0.9700     310.8004       8.4643      19.0709    1639.0000      24.4800     311.5000  131822.0000       1.5600      -3.5100      20.2000      -3.7500      -0.9700       0.1900       0.5000       0.6800       0.0000       0.0000       0.0000      22.4200     298.6000
   1976.0000      92.0000       1.8847       1.0000      53.0000       5.0000       0.4500      12.4200      41.3000      -5.6800     128.6789     -20.1200       5.5400      -0.6000     311.4384       8.8625       9.1926    1639.0000      26.5200     311.7000  163225.0000       1.6300      -1.6900      20.1200      -5.5400      -0.6000       0.2300       0.9800       0.5900       0.0000       0.0000       0.0000      22.5500     299.5000
   1976.0000      92.0000       1.8958       1.0000      53.0000      45.0000       0.4500      12.4200      41.2900      -5.6800     128.6755     -20.1100       5.4500       1.6900     320.0279      16.7720       9.2313    1639.0000      24.0000     320.6000  191948.0000       3.0000      -1.6500      20.1100      -5.4500       1.6900       0.3300       1.6900       2.3300       0.0000       0.0000       0.0000      22.9800     297.9000
   1976.0000      92.0000       1.9072       1.0000      54.0000      26.0000       0.4500      12.4200      41.2900      -5.6800     128.6822     -20.1600       4.5500       3.9800     312.9147      16.2896      20.3725    1639.0000      30.1600     314.0000  110688.0000       2.9800      -3.7200      20.1600      -4.5500       3.9800       0.3000       0.9600       1.1200       0.0000       0.0000       0.0000      23.8200     304.6000
   1976.0000      92.0000       1.9183       1.0000      55.0000       6.0000       0.4500      12.5000      41.3600      -5.6800     128.7588     -19.9200       5.8000       1.7700       0.0000       0.0000      -0.0000    1639.0000       0.0000       0.0000       0.0000       0.0000       0.0000      19.9200      -5.8000       1.7700       0.2600       1.2200       1.1200       0.0000       0.0000       0.0000       0.0000       0.0000
   1976.0000      92.0000       2.2125       2.0000      12.0000      45.0000       0.4500      12.4500      41.1500      -5.6800     128.7226      -7.7800      -0.2200     -18.7900     332.6357       2.4384     -32.2058    1639.0000      28.2400     334.2000   83755.0000       0.4200       5.5300       7.7800       0.2200     -18.7900       0.8300       0.3900       0.4600       0.0000       0.0000       0.0000      25.7300     334.5000
   1976.0000      92.0000       2.2239       2.0000      13.0000      26.0000       0.4500      12.4500      41.1400      -5.6800     128.7193      -9.3200       0.5600     -17.4000     339.4023      -2.4288     -34.8951    1639.0000      29.7100     341.2000   61516.0000      -0.4100       5.8700       9.3200      -0.5600     -17.4000       2.7600       3.3200       2.5300       0.0000       0.0000       0.0000      26.3500     334.8000
   1976.0000      92.0000       2.2350       2.0000      14.0000       6.0000       0.4500      12.4500      41.1400      -5.6800     128.7259     -11.4700       5.2200     -16.3200     335.3943      21.6890     -27.2777    1639.0000      23.9000     337.2000  124124.0000       3.7000       4.6400      11.4700      -5.2200     -16.3200       0.6500       0.7700       1.1000       0.0000       0.0000       0.0000      25.5100     325.9000
   1976.0000      92.0000       2.2464       2.0000      14.0000      47.0000       0.4500      12.4500      41.1300      -5.6800     128.7226     -10.1700       5.7100     -15.9000     340.1353      14.6722     -38.3081    1639.0000      29.0800     342.6000   61448.0000       2.4700       6.4200      10.1700      -5.7100     -15.9000       4.1200       3.2800       3.7700       0.0000       0.0000       0.0000      28.6500     347.0000
   1976.0000      92.0000       2.2578       2.0000      15.0000      28.0000       0.4500      12.4500      41.1300      -5.6700     128.7294     -13.5900       8.7500     -13.2700     325.0357      19.6523     -26.4283    1639.0000      30.3400     326.7000   94202.0000       3.4600       4.6400      13.5900      -8.7500     -13.2700       0.7200       1.2000       1.0100       0.0000       0.0000       0.0000      23.7700     320.6000
   1976.0000      92.0000       2.2692       2.0000      16.0000       9.0000       0.4500      12.4500      41.1200      -5.6700     128.7261     -15.3300      10.6900      -9.5500     318.0589      28.0503     -13.9965    1639.0000      24.0400     319.6000  108576.0000       5.0400       2.5100      15.3300     -10.6900      -9.5500       0.7200       1.8400       1.7900       0.0000       0.0000       0.0000      25.1000     300.5000
   1976.0000      92.0000       2.2803       2.0000      16.0000      49.0000       0.4500      12.4500      41.1200      -5.6700     128.7327     -15.2700       8.1400     -11.1300     312.8630      26.0519     -16.8928    1639.0000      26.1400     314.4000  131592.0000       4.7600       3.0800      15.2700      -8.1400     -11.1300       0.9900       2.5600       1.9800       0.0000       0.0000       0.0000      24.5900     305.2000
   1976.0000      92.0000       2.2917       2.0000      17.0000      30.0000       0.4500      12.4600      41.1100      -5.6700     128.7294     -12.8000       3.4400     -15.0500     323.1021       9.5894     -31.7513    1639.0000      24.1000     324.8000  100618.0000       1.7000       5.6100      12.8000      -3.4400     -15.0500       0.9200       1.3600       1.5000       0.0000       0.0000       0.0000      24.6100     322.7000
   1976.0000      92.0000       2.3028       2.0000      18.0000      10.0000       0.4500      12.4600      41.1100      -5.6700     128.7360     -14.6800       3.4400     -12.6500     322.7662       7.2119     -22.0661    1639.0000      21.2400     323.6000  120056.0000       1.2800       3.9100      14.6800      -3.4400     -12.6500       2.0400       2.0700       2.5100       0.0000       0.0000       0.0000      25.5600     307.9000
   1976.0000      92.0000       2.3142       2.0000      18.0000      51.0000       0.4500      12.4600      41.1000      -5.6700     128.7327     -14.7900       1.6700     -12.5600     319.5530      18.7611     -17.8405    1639.0000      23.9900     320.6000  134662.0000       3.3600       3.1900      14.7900      -1.6700     -12.5600       1.4800       3.3300       1.9000       0.0000       0.0000       0.0000      22.3300     314.6000
   1976.0000      92.0000       2.3253       2.0000      19.0000      31.0000       0.4500      12.4600      41.1000      -5.6700     128.7393     -16.7300       7.1400      -8.8800     314.8224      15.8380     -15.4720    1639.0000      25.8200     315.6000  157849.0000       2.8800       2.8100      16.7300      -7.1400      -8.8800       0.7500       2.4100       1.4800       0.0000       0.0000       0.0000      21.0800     299.0000
   1976.0000      92.0000       2.3367       2.0000      20.0000      12.0000       0.4500      12.4600      41.0900      -5.6700     128.7360     -17.4700       8.0100      -7.5100     313.3235      24.9342      -7.3523    1639.0000      23.2800     314.4000  149465.0000       4.5500       1.3400      17.4700      -8.0100      -7.5100       0.5300       0.7900       0.6900       0.0000       0.0000       0.0000      22.3900     297.4000
   1976.0000      92.0000       2.3478       2.0000      20.0000      52.0000       0.4500      12.4600      41.0800      -5.6700     128.7326     -17.3300       7.6500      -8.4000     318.2965      24.3798      -6.7426    1639.0000      22.5400     319.3000  152262.0000       4.3800       1.2100      17.3300      -7.6500      -8.4000       0.7900       1.2400       1.1700       0.0000       0.0000       0.0000      21.6600     299.0000
   1976.0000      92.0000       2.3592       2.0000      21.0000      33.0000       0.4500      12.4600      41.0800      -5.6700     128.7393     -17.0100       8.7300      -8.3600     316.8713      26.9983      -7.1613    1639.0000      24.9000     318.1000  148828.0000       4.8700       1.2900      17.0100      -8.7300      -8.3600       0.9500       1.5300       1.3400       0.0000       0.0000       0.0000      24.3100     306.4000
   1976.0000      92.0000       2.3703       2.0000      22.0000      13.0000       0.4500      12.4600      41.0800      -5.6700     128.7459     -18.1700       7.1800      -6.8800     309.1991      18.9114       3.7848    1639.0000      27.8800     309.8000  154649.0000       3.5000      -0.7000      18.1700      -7.1800      -6.8800       0.8400       0.8200       1.6100       0.0000       0.0000       0.0000      20.2500     293.1000
   1976.0000      92.0000       2.3817       2.0000      22.0000      54.0000       0.4500      12.4600      41.0700      -5.6700     128.7426     -17.9300       7.4800      -6.4300     316.8921      24.8287      -9.3229    1639.0000      25.0400     318.0000  190766.0000       4.4800       1.6800      17.9300      -7.4800      -6.4300       0.9200       1.0300       2.0100       0.0000       0.0000       0.0000      24.6500     312.5000
   1976.0000      92.0000       2.3928       2.0000      23.0000      34.0000       0.4500      12.4600      41.0700      -5.6700     128.7492     -19.0300       7.3800      -3.0000     312.7731      15.9539      14.1666    1639.0000      24.4300     313.5000  249498.0000       2.9200      -2.5900      19.0300      -7.3800      -3.0000       0.4900       1.1200       0.8500       0.0000       0.0000       0.0000      21.1800     291.1000
   1976.0000      92.0000       2.4042       2.0000      24.0000      15.0000       0.4500      12.4700      41.0600      -5.6700     128.7459     -19.7600       4.7700      -0.9300     310.7297       9.4937      21.2478    1639.0000      22.8300     311.6000  164067.0000       1.7500      -3.9100      19.7600      -4.7700      -0.9300       0.3000       1.2400       0.5700       0.0000       0.0000       0.0000      20.4200     288.1000
   1976.0000      92.0000       2.4153       2.0000      24.0000      55.0000       0.4500      12.4700      41.0500      -5.6700     128.7425     -18.7500       5.3800      -1.7700       0.0000       0.0000       0.0000    1639.0000       0.0000       0.0000       0.0000       0.0000       0.0000      18.7500      -5.3800      -1.7700       1.5900       3.8600       3.7900       0.0000       0.0000       0.0000      23.4600     308.8000
   1976.0000      92.0000       2.4603       2.0000      27.0000      37.0000       0.4500      12.4700      41.0400      -5.6700     128.7591     -18.6100       5.6300      -0.0700     303.7313      25.7186      25.7035    1639.0000      25.7800     305.9000  112078.0000       4.8400      -4.8200      18.6100      -5.6300      -0.0700       0.9600       3.0700       3.1100       0.0000       0.0000       0.0000      23.3400     307.0000
   1976.0000      92.0000       2.5053       2.0000      30.0000      19.0000       0.4500      12.4800      41.0100      -5.6700     128.7557     -17.3800       5.1300       5.4400     302.7425      21.5415      26.9272    1639.0000      27.7700     304.7000  151329.0000       4.0700      -5.0700      17.3800      -5.1300       5.4400       1.4500       2.1700       4.3900       6.6200     269.3000  146479.0000      23.5600     308.2000
   1976.0000      92.0000       2.5503       2.0000      33.0000       1.0000       0.4500      12.4800      40.9900      -5.6700     128.7623     -16.8600       7.9400       4.5900       0.0000       0.0000       0.0000    1639.0000       0.0000       0.0000       0.0000       0.0000       0.0000      16.8600      -7.9400       4.5900       1.4700       3.1800       3.9400       0.0000       0.0000       0.0000      24.3300     304.8000
   1976.0000      92.0000       2.5953       2.0000      35.0000      43.0000       0.4500      12.4800      40.9700      -5.6700     128.7688     -13.3200       1.9400      13.1600     310.6288       1.7891      35.8866    1639.0000      23.0200     312.7000  139869.0000       0.3300      -6.5900      13.3200      -1.9400      13.1600       3.1200       1.6600       3.4600       0.0000       0.0000       0.0000      21.9000     317.4000
   1976.0000      92.0000       2.6403       2.0000      38.0000      25.0000       0.4500      12.4900      40.9500      -5.6700     128.7754     -13.1100       0.0400      14.1400     326.2278      -3.2455      52.8692    1639.0000      26.2600     330.5000   80903.0000       0.0000       0.0000      13.1100      -0.0400      14.1400       0.8100       0.9200       1.6400       0.0000       0.0000       0.0000      20.9500     334.2000
   1976.0000      92.0000       2.6517       2.0000      39.0000       6.0000       0.4500      12.4900      40.9500      -5.6700     128.7822     -11.2700      -1.1000      15.3500     320.3523      -8.2209      67.0639    1639.0000      33.3100     327.4000   81978.0000      -1.4700     -11.8200      11.2700       1.1000      15.3500       1.6400       1.2500       1.5200       0.0000       0.0000       0.0000      24.4000     327.8000
   1976.0000      92.0000       2.6628       2.0000      39.0000      46.0000       0.4500      12.4900      40.9400      -5.6700     128.7787     -11.6300      -1.0100      12.3300     329.5772     -17.0417      72.5591    1639.0000      25.9000     337.9000   90099.0000      -2.9600     -12.4000      11.6300       1.0100      12.3300       6.8200       4.4200       4.9000       0.0000       0.0000       0.0000      21.0900     340.8000
   1976.0000      92.0000       2.6742       2.0000      40.0000      27.0000       0.4500      12.4900      40.9400      -5.6700     128.7855     -18.2500       6.2300       4.9400     319.1411       6.1835      42.3637    1639.0000      19.8400     322.0000  173468.0000       1.1100      -7.5600      18.2500      -6.2300       4.9400       0.4700       1.0800       0.9600       0.0000       0.0000       0.0000      22.0100     318.1000
   1976.0000      92.0000       2.6853       2.0000      41.0000       7.0000       0.4500      12.4900      40.9300      -5.6700     128.7820     -18.7000       5.0500       4.3400     321.2820       6.8982      37.1822    1639.0000      21.4200     323.5000  166990.0000       1.2300      -6.6000      18.7000      -5.0500       4.3400       0.2600       0.6700       0.7800       0.0000       0.0000       0.0000      20.0000     316.3000
