,helios_number,year,day,hour,minute,second,data_number,B_xse,B_yse,B_zse,B,dechr,delta T
7020,2,76,92,12,59,42,8,12.37,-0.33,20.13,23.7,12.995,0.001666667
7021,2,76,92,12,59,48,8,12.55,-1.49,19.75,23.59,12.99666667,0.001666667
7022,2,76,92,12,59,54,8,11.44,-1.18,19.8,23.17,12.99833333,0.001666667
7023,2,76,92,13,0,0,8,10.31,-1.36,20.44,23.02,13,0.001666667
7024,2,76,92,13,0,6,8,8.79,-3.38,20.58,22.81,13.00166667,0.001666667
7025,2,76,92,13,0,12,8,9.93,-4.23,20.27,23.09,13.00333333,0.001666667
7026,2,76,92,13,0,18,8,10.18,-3.49,20.53,23.29,13.005,0.001666667
7027,2,76,92,13,0,24,8,10.15,-4.27,20.57,23.42,13.00666667,0.001666667
7028,2,76,92,13,0,30,8,11.53,-3.31,20.3,23.61,13.00833333,0.001666667
7029,2,76,92,13,0,36,8,11.4,-3.96,20.04,23.46,13.01,0.001666667
7030,2,76,92,13,0,42,8,12.07,-4.17,19.63,23.47,13.01166667,0.001666667
7031,2,76,92,13,0,48,8,11.15,-4.2,20.32,23.6,13.01333333,0.001666667
7032,2,76,92,13,0,54,8,10.23,-3.73,20.68,23.4,13.015,0.001666667
7033,2,76,92,13,1,0,8,9.92,-3.26,20.85,23.4,13.01666667,0.001666667
7034,2,76,92,13,1,6,8,9.29,-0.84,21.37,23.45,13.01833333,0.001666667
7035,2,76,92,13,1,12,8,10.06,-1.76,20.7,23.15,13.02,0.001666667
7036,2,76,92,13,1,18,8,9.52,0.13,21.24,23.38,13.02166667,0.001666667
7037,2,76,92,13,1,24,8,9.17,-1.64,21.29,23.47,13.02333333,0.001666667
7038,2,76,92,13,1,30,8,9.48,-2.61,21.47,23.69,13.025,0.001666667
7039,2,76,92,13,1,36,8,9.51,-2.14,21.32,23.48,13.02666667,0.001666667
7040,2,76,92,13,1,42,8,9.41,-1.91,21.49,23.57,13.02833333,0.001666667
7041,2,76,92,13,1,48,8,9.64,-1.84,21.27,23.49,13.03,0.001666667
7042,2,76,92,13,1,54,8,9.93,-1.84,21.3,23.64,13.03166667,0.001666667
7043,2,76,92,13,2,0,8,9.94,-2.05,21.3,23.67,13.03333333,0.001666667
7044,2,76,92,13,2,6,8,9.9,-1.94,21.29,23.7,13.035,0.001666667
7045,2,76,92,13,2,12,8,10.24,-1.99,20.98,23.56,13.03666667,0.001666667
7046,2,76,92,13,2,18,8,10.19,-1.85,20.9,23.4,13.03833333,0.001666667
7047,2,76,92,13,2,24,8,10.51,-1.82,20.78,23.43,13.04,0.001666667
7048,2,76,92,13,2,30,8,10.57,-2.08,20.59,23.31,13.04166667,0.001666667
7049,2,76,92,13,2,36,8,10.15,-0.35,20.54,23.09,13.04333333,0.001666667
7050,2,76,92,13,2,42,8,10.1,-0.71,21.06,23.4,13.045,0.001666667
7051,2,76,92,13,2,48,8,9.97,-0.46,21.19,23.49,13.04666667,0.001666667
7052,2,76,92,13,2,54,8,10.14,-1.14,20.99,23.39,13.04833333,0.001666667
7053,2,76,92,13,3,0,8,10,-1.32,21.04,23.41,13.05,0.001666667
7054,2,76,92,13,3,6,8,10.34,-1.31,21.03,23.53,13.05166667,0.001666667
7055,2,76,92,13,3,12,8,10.33,-1.42,21.07,23.56,13.05333333,0.001666667
7056,2,76,92,13,3,18,8,9.33,-0.17,21.4,23.44,13.055,0.001666667
7057,2,76,92,13,3,24,8,9.33,1.2,21.22,23.34,13.05666667,0.001666667
7058,2,76,92,13,3,30,8,9.68,1.79,21.15,23.42,13.05833333,0.001666667
7059,2,76,92,13,3,36,8,9.38,1.37,20.96,23.17,13.06,0.001666667
7060,2,76,92,13,3,42,8,8.32,3.57,20.92,22.87,13.06166667,0.001666667
7061,2,76,92,13,3,48,8,7.56,4.44,21.4,23.19,13.06333333,0.001666667
7062,2,76,92,13,3,54,8,6.77,4.86,21.54,23.15,13.065,0.001666667
7063,2,76,92,13,4,0,8,4.49,7.33,21.56,23.31,13.06666667,0.001666667
7064,2,76,92,13,4,6,8,7.53,6.86,20.97,23.39,13.06833333,0.001666667
7065,2,76,92,13,4,12,8,8.8,7.16,20.56,23.55,13.07,0.001666667
7066,2,76,92,13,4,18,8,8.05,8.36,19.7,22.96,13.07166667,0.001666667
7067,2,76,92,13,4,24,8,6.74,10.24,19.17,22.85,13.07333333,0.001666667
7068,2,76,92,13,4,30,8,7.84,8.6,19.04,22.41,13.075,0.001666667
7069,2,76,92,13,4,36,8,6.53,7.45,20.53,22.9,13.07666667,0.001666667
7070,2,76,92,13,4,42,8,6.66,6.27,20.9,22.94,13.07833333,0.001666667
7071,2,76,92,13,4,48,8,5.61,6.64,21.04,22.86,13.08,0.001666667
7072,2,76,92,13,4,54,8,6.33,7.15,20.49,22.7,13.08166667,0.001666667
7073,2,76,92,13,5,0,8,5.54,5.81,20.9,22.5,13.08333333,0.001666667
7074,2,76,92,13,5,6,8,4.48,6,21.02,22.42,13.085,0.001666667
7075,2,76,92,13,5,12,8,5.12,6.23,20.8,22.38,13.08666667,0.001666667
7076,2,76,92,13,5,18,8,5.49,6.27,20.83,22.53,13.08833333,0.001666667
7077,2,76,92,13,5,24,8,5.29,6.26,20.8,22.54,13.09,0.001666667
7078,2,76,92,13,5,30,8,4.19,5.39,21.91,23.02,13.09166667,0.001666667
7079,2,76,92,13,5,36,8,5.26,5.05,22.17,23.41,13.09333333,0.001666667
7080,2,76,92,13,5,42,8,4.68,5.55,22.32,23.57,13.095,0.001666667
7081,2,76,92,13,5,48,8,5.54,6.6,21.8,23.5,13.09666667,0.001666667
7082,2,76,92,13,5,54,8,4.2,5.82,22.16,23.36,13.09833333,0.001666667
7083,2,76,92,13,6,0,8,2.16,6.19,22.79,23.8,13.1,0.001666667
7084,2,76,92,13,6,6,8,2.63,7.18,22.19,23.54,13.10166667,0.001666667
7085,2,76,92,13,6,12,8,2.34,7.56,22.45,23.87,13.10333333,0.001666667
7086,2,76,92,13,6,18,8,2.93,7.19,22.02,23.39,13.105,0.001666667
7087,2,76,92,13,6,24,8,3.41,6.89,22.19,23.54,13.10666667,0.001666667
7088,2,76,92,13,6,30,8,4.23,7.4,21.74,23.4,13.10833333,0.001666667
7089,2,76,92,13,6,36,8,3.92,5.82,22.26,23.39,13.11,0.001666667
7090,2,76,92,13,6,42,8,3.87,6.35,22.23,23.48,13.11166667,0.001666667
7091,2,76,92,13,6,48,8,4.29,6.31,22.28,23.6,13.11333333,0.001666667
7092,2,76,92,13,6,54,8,3.94,6.51,22.5,23.79,13.115,0.001666667
7093,2,76,92,13,7,0,8,4.54,6.79,21.58,23.2,13.11666667,0.001666667
7094,2,76,92,13,7,6,8,6.56,9.51,17.98,21.51,13.11833333,0.001666667
7095,2,76,92,13,7,12,8,6.57,7.16,20.27,22.55,13.12,0.001666667
7096,2,76,92,13,7,18,8,6.99,8.1,19.77,22.56,13.12166667,0.001666667
7097,2,76,92,13,7,24,8,4.88,7.12,20.9,22.7,13.12333333,0.001666667
7098,2,76,92,13,7,30,8,5.28,5.98,21.26,22.85,13.125,0.001666667
7099,2,76,92,13,7,36,8,4.83,6.57,20.47,22.1,13.12666667,0.001666667
7100,2,76,92,13,7,42,8,6.02,7.2,20.03,22.2,13.12833333,0.001666667
7101,2,76,92,13,7,48,8,4.07,5.75,21.77,23.05,13.13,0.001666667
7102,2,76,92,13,7,54,8,4.23,6.55,21.52,22.96,13.13166667,0.001666667
7103,2,76,92,13,8,0,8,2.3,8.42,21.21,23.02,13.13333333,0.001666667
7104,2,76,92,13,8,6,8,1.83,8.39,21.07,22.82,13.135,0.001666667
7105,2,76,92,13,8,12,8,3.04,9.01,20.38,22.59,13.13666667,0.001666667
7106,2,76,92,13,8,18,8,3.95,8.18,20.92,22.89,13.13833333,0.001666667
7107,2,76,92,13,8,24,8,2.85,7.71,20.97,22.66,13.14,0.001666667
7108,2,76,92,13,8,30,8,3.97,9.59,20.22,22.78,13.14166667,0.001666667
7109,2,76,92,13,8,36,8,4.34,8.73,21.31,23.48,13.14333333,0.001666667
7110,2,76,92,13,8,42,8,3.75,8,21,22.96,13.145,0.001666667
7111,2,76,92,13,8,48,8,3.79,11.43,19.28,22.81,13.14666667,0.001666667
7112,2,76,92,13,8,54,8,2.99,10.89,19.96,22.99,13.14833333,0.001666667
7113,2,76,92,13,9,0,8,2.89,14.4,16.49,22.2,13.15,0.001666667
7114,2,76,92,13,9,6,8,2.37,14.98,16.86,22.76,13.15166667,0.001666667
7115,2,76,92,13,9,12,8,2.65,14.49,16.54,22.25,13.15333333,0.001666667
7116,2,76,92,13,9,18,8,3.72,11.6,18.81,22.64,13.155,0.001666667
7117,2,76,92,13,9,24,8,5.02,10.9,19.34,22.88,13.15666667,0.001666667
7118,2,76,92,13,9,30,8,4.42,10.75,19.28,22.81,13.15833333,0.001666667
7119,2,76,92,13,9,36,8,7.75,8.25,19.64,22.75,13.16,0.001666667
7120,2,76,92,13,9,42,8,14.02,1.41,18.08,23.03,13.16166667,0.001666667
7121,2,76,92,13,9,48,8,13.92,-0.43,18.21,23.16,13.16333333,0.001666667
7122,2,76,92,13,9,54,8,13.55,0.39,18.58,23.05,13.165,0.001666667
7123,2,76,92,13,10,0,8,12.06,5.13,18.58,23.13,13.16666667,0.001666667
7124,2,76,92,13,10,6,8,11.12,4.52,19.77,23.18,13.16833333,0.001666667
7125,2,76,92,13,10,12,8,11.85,4.52,19.17,23.04,13.17,0.001666667
7126,2,76,92,13,10,18,8,11.74,3.94,19.08,22.79,13.17166667,0.001666667
7127,2,76,92,13,10,24,8,11.4,6.39,18.65,22.86,13.17333333,0.001666667
7128,2,76,92,13,10,30,8,10.6,4.91,19.05,22.53,13.175,0.001666667
7129,2,76,92,13,10,36,8,13.73,-2.07,17.21,22.31,13.17666667,0.001666667
7130,2,76,92,13,10,42,8,11.91,-3.99,16.7,21.88,13.17833333,0.001666667
7131,2,76,92,13,10,48,8,11.34,-2.2,18.84,22.28,13.18,0.001666667
7132,2,76,92,13,10,54,8,8.91,-0.62,20.82,22.75,13.18166667,0.001666667
7133,2,76,92,13,11,0,8,11.34,-5.16,18.43,22.36,13.18333333,0.001666667
7134,2,76,92,13,11,6,8,12.87,-4.03,17.37,22.28,13.185,0.001666667
7135,2,76,92,13,11,12,8,11.22,-3.45,18.99,22.53,13.18666667,0.001666667
7136,2,76,92,13,11,18,8,11.31,-5.35,18.33,22.31,13.18833333,0.001666667
7137,2,76,92,13,11,24,8,13.66,-8.28,15.31,22.25,13.19,0.001666667
7138,2,76,92,13,11,30,8,13.71,-9.42,14.42,22.05,13.19166667,0.001666667
7139,2,76,92,13,11,36,8,11.66,-8,16.85,22.2,13.19333333,0.001666667
7140,2,76,92,13,11,42,8,9.71,-9.72,17.22,22.1,13.195,0.001666667
7141,2,76,92,13,11,48,8,9.53,-8.11,17.73,22.19,13.19666667,0.001666667
7142,2,76,92,13,11,54,8,11.54,-5.64,18.4,22.53,13.19833333,0.001666667
7143,2,76,92,13,12,0,8,10.85,-6,18.47,22.33,13.2,0.001666667
7144,2,76,92,13,12,6,8,10.81,-6.72,17.96,22.1,13.20166667,0.001666667
7145,2,76,92,13,12,12,8,10.68,-6.33,18.32,22.18,13.20333333,0.001666667
7146,2,76,92,13,12,18,8,10.93,-5.59,18.98,22.67,13.205,0.001666667
7147,2,76,92,13,12,24,8,10.27,-6.15,19.05,22.57,13.20666667,0.001666667
7148,2,76,92,13,12,30,8,10.14,-5.98,18.18,21.74,13.20833333,0.001666667
7149,2,76,92,13,12,36,8,9.96,-5.3,18.52,21.8,13.21,0.001666667
7150,2,76,92,13,12,42,8,9.37,-5.3,18.75,21.75,13.21166667,0.001666667
7151,2,76,92,13,12,48,8,8.54,-4.63,19.1,21.52,13.21333333,0.001666667
7152,2,76,92,13,12,54,8,8.33,-4.23,20.34,22.45,13.215,0.001666667
7153,2,76,92,13,13,0,8,7.13,-5.63,20.06,22.09,13.21666667,0.001666667
7154,2,76,92,13,13,6,8,7.98,-4.57,19.73,21.83,13.21833333,0.001666667
7155,2,76,92,13,13,12,8,7,-5.53,20.46,22.41,13.22,0.001666667
7156,2,76,92,13,13,18,8,7.98,-2.99,20.59,22.37,13.22166667,0.001666667
7157,2,76,92,13,13,24,8,7.83,-3.17,20.73,22.45,13.22333333,0.001666667
7158,2,76,92,13,13,30,8,7.7,-3.34,20.36,22.09,13.225,0.001666667
7159,2,76,92,13,13,36,8,6.47,1.85,20.47,21.77,13.22666667,0.001666667
7160,2,76,92,13,13,42,8,7.86,5.23,19.59,21.84,13.22833333,0.001666667
7161,2,76,92,13,13,48,8,8.49,5.28,19.22,21.76,13.23,0.001666667
7162,2,76,92,13,13,54,8,8.94,4.11,19.58,21.98,13.23166667,0.001666667
7163,2,76,92,13,14,0,8,9.01,5.92,18.65,21.71,13.23333333,0.001666667
7164,2,76,92,13,14,6,8,11.99,4.64,16.84,21.62,13.235,0.001666667
7165,2,76,92,13,14,12,8,11,3.85,17.59,21.34,13.23666667,0.001666667
7166,2,76,92,13,14,18,8,11.14,2.17,17.69,21.17,13.23833333,0.001666667
7167,2,76,92,13,14,24,8,9.81,5.63,18.46,21.77,13.24,0.001666667
7168,2,76,92,13,14,30,8,9.15,3.21,17.8,20.52,13.24166667,0.001666667
7169,2,76,92,13,14,36,8,7.22,4.44,18.88,20.79,13.24333333,0.001666667
7170,2,76,92,13,14,42,8,8.86,5.95,18.06,21.02,13.245,0.001666667
7171,2,76,92,13,14,48,8,8.31,4.07,18.83,21.08,13.24666667,0.001666667
7172,2,76,92,13,14,54,8,9.59,8.2,16.67,21.02,13.24833333,0.001666667
7173,2,76,92,13,15,0,8,7.5,9.69,16.72,20.94,13.25,0.001666667
7174,2,76,92,13,15,6,8,7.78,10.36,16.66,21.21,13.25166667,0.001666667
7175,2,76,92,13,15,12,8,7.36,7.89,18.19,21.29,13.25333333,0.001666667
7176,2,76,92,13,15,18,8,5.37,9.05,18.61,21.49,13.255,0.001666667
7177,2,76,92,13,15,24,8,7.84,8.59,18.38,21.86,13.25666667,0.001666667
7178,2,76,92,13,15,30,8,7.01,7.59,19.21,21.88,13.25833333,0.001666667
7179,2,76,92,13,15,36,8,6.57,7.17,19.26,21.69,13.26,0.001666667
7180,2,76,92,13,15,42,8,8.38,6.3,19.24,22.05,13.26166667,0.001666667
7181,2,76,92,13,15,48,8,13.55,7,12.81,20.05,13.26333333,0.001666667
7182,2,76,92,13,15,54,8,14.67,6.53,11.54,19.83,13.265,0.001666667
7183,2,76,92,13,16,0,8,13.18,6.37,13.34,19.83,13.26666667,0.001666667
7184,2,76,92,13,16,6,8,12.84,3.58,15.04,20.29,13.26833333,0.001666667
7185,2,76,92,13,16,12,8,12.16,6.23,14.56,20.14,13.27,0.001666667
7186,2,76,92,13,16,18,8,10.67,6.63,15.1,19.93,13.27166667,0.001666667
7187,2,76,92,13,16,24,8,0.53,6.1,18.1,19.66,13.27333333,0.001666667
7188,2,76,92,13,16,30,8,-3.47,3.91,18.23,19.06,13.275,0.001666667
7189,2,76,92,13,16,36,8,-4.93,4.86,17.92,19.37,13.27666667,0.001666667
7190,2,76,92,13,16,42,8,-4.84,3.92,17.92,19.02,13.27833333,0.001666667
7191,2,76,92,13,16,48,8,-4.82,3.25,19.19,20.16,13.28,0.001666667
7192,2,76,92,13,16,54,8,-4.7,4.3,19.26,20.39,13.28166667,0.001666667
7193,2,76,92,13,17,0,8,-6.06,5.06,18.75,20.38,13.28333333,0.001666667
7194,2,76,92,13,17,6,8,-4.76,5,19.12,20.47,13.285,0.001666667
7195,2,76,92,13,17,12,8,-2.85,3.88,19.02,19.93,13.28666667,0.001666667
7196,2,76,92,13,17,18,8,-3.7,-3.86,19.57,20.45,13.28833333,0.001666667
7197,2,76,92,13,17,24,8,-4.42,2.33,18.57,19.55,13.29,0.001666667
7198,2,76,92,13,17,30,8,-1.68,-5.47,19.24,20.2,13.29166667,0.001666667
7199,2,76,92,13,17,36,8,-3.65,-1.01,19.8,20.29,13.29333333,0.001666667
7200,2,76,92,13,17,42,8,-3.67,-1.55,19.66,20.2,13.295,0.001666667
7201,2,76,92,13,17,48,8,-2.46,-2.02,19.61,19.99,13.29666667,0.001666667
7202,2,76,92,13,17,54,8,-0.4,-1.79,19.97,20.14,13.29833333,0.001666667
7203,2,76,92,13,18,0,8,-0.84,0.02,19.62,19.78,13.3,0.001666667
7204,2,76,92,13,18,6,8,-2.97,-0.67,18.96,19.66,13.30166667,0.001666667
7205,2,76,92,13,18,12,8,-0.27,-4.96,18.44,19.44,13.30333333,0.001666667
7206,2,76,92,13,18,18,8,1.85,-3.57,18.52,19.52,13.305,0.001666667
7207,2,76,92,13,18,24,8,0.43,-8.09,18.8,20.54,13.30666667,0.001666667
7208,2,76,92,13,18,30,8,-0.22,-6.6,19.66,20.92,13.30833333,0.001666667
7209,2,76,92,13,18,36,8,-2.55,-7.79,19.2,21.26,13.31,0.001666667
7210,2,76,92,13,18,42,8,-7.86,-0.13,19.59,21.39,13.31166667,0.001666667
7211,2,76,92,13,18,48,8,-7.76,2.46,20.24,21.9,13.31333333,0.001666667
7212,2,76,92,13,18,54,8,-8.02,3.09,20.19,21.97,13.315,0.001666667
7213,2,76,92,13,19,0,8,-7.1,3.15,20.39,21.87,13.31666667,0.001666667
7214,2,76,92,13,19,6,8,-6.43,2.34,20.54,21.71,13.31833333,0.001666667
7215,2,76,92,13,19,12,8,-7.37,4.34,19.74,21.56,13.32,0.001666667
7216,2,76,92,13,19,18,8,-7.86,3.03,20.08,21.82,13.32166667,0.001666667
7217,2,76,92,13,19,24,8,-7.83,3.35,19.76,21.58,13.32333333,0.001666667
7218,2,76,92,13,19,30,8,-7.29,3.41,19.62,21.32,13.325,0.001666667
7219,2,76,92,13,19,36,8,-7.9,3.88,19.69,21.67,13.32666667,0.001666667
7220,2,76,92,13,19,42,8,-6.16,4.41,20.2,21.63,13.32833333,0.001666667
7221,2,76,92,13,19,48,8,-6.34,4.95,20.36,21.96,13.33,0.001666667
7222,2,76,92,13,19,54,8,-6.33,5.4,20.56,22.23,13.33166667,0.001666667
7223,2,76,92,13,20,0,8,-5.54,4.02,20.81,21.96,13.33333333,0.001666667
7224,2,76,92,13,20,6,8,-4.37,4.41,21.11,22.07,13.335,0.001666667
7225,2,76,92,13,20,12,8,-4.08,3.38,21.14,21.85,13.33666667,0.001666667
7226,2,76,92,13,20,18,8,-5.78,3.85,20.71,21.91,13.33833333,0.001666667
7227,2,76,92,13,20,24,8,-4.17,3.37,21.62,22.34,13.34,0.001666667
7228,2,76,92,13,20,30,8,-4.34,3.16,21.02,21.82,13.34166667,0.001666667
7229,2,76,92,13,20,36,8,-1.51,1.05,21.21,21.47,13.34333333,0.001666667
7230,2,76,92,13,20,42,8,-0.1,-4.31,20.75,21.38,13.345,0.001666667
7231,2,76,92,13,20,48,8,-0.83,2.18,21.71,21.98,13.34666667,0.001666667
7232,2,76,92,13,20,54,8,-1.67,1.84,21.96,22.18,13.34833333,0.001666667
7233,2,76,92,13,21,0,8,-1.28,2.76,21.62,21.91,13.35,0.001666667
7234,2,76,92,13,21,6,8,-1.51,6.06,20.54,21.7,13.35166667,0.001666667
7235,2,76,92,13,21,12,8,-2.44,8.82,18.85,21.19,13.35333333,0.001666667
7236,2,76,92,13,21,18,8,-1.82,10.47,17.62,20.82,13.355,0.001666667
7237,2,76,92,13,21,24,8,-2.05,8.09,20.07,21.86,13.35666667,0.001666667
7238,2,76,92,13,21,30,8,-1.25,7.48,20.52,21.93,13.35833333,0.001666667
7239,2,76,92,13,21,36,8,-1.44,7.26,20.76,22.12,13.36,0.001666667
7240,2,76,92,13,21,42,8,-1.31,5.36,20.86,21.87,13.36166667,0.001666667
7241,2,76,92,13,21,48,8,-1.58,5.45,20.46,21.62,13.36333333,0.001666667
7242,2,76,92,13,21,54,8,-2.56,5.08,20.9,21.74,13.365,0.001666667
7243,2,76,92,13,22,0,8,-3.01,6.32,20.73,22.04,13.36666667,0.001666667
7244,2,76,92,13,22,6,8,-1.35,4,21.74,22.26,13.36833333,0.001666667
7245,2,76,92,13,22,12,8,-1.06,3.67,21.47,22.02,13.37,0.001666667
7246,2,76,92,13,22,18,8,-4.98,4.17,20.92,21.99,13.37166667,0.001666667
7247,2,76,92,13,22,24,8,-5.13,3.32,21.17,22.13,13.37333333,0.001666667
7248,2,76,92,13,22,30,8,-6.12,1.95,21.07,22.09,13.375,0.001666667
7249,2,76,92,13,22,36,8,-4.59,2.3,21.12,21.85,13.37666667,0.001666667
7250,2,76,92,13,22,42,8,-3.98,3.12,20.99,21.64,13.37833333,0.001666667
7251,2,76,92,13,22,48,8,-5.09,3.22,20.45,21.38,13.38,0.001666667
7252,2,76,92,13,22,54,8,-2.66,1.42,20.97,21.3,13.38166667,0.001666667
7253,2,76,92,13,23,0,8,-4.23,1.27,20.52,21.07,13.38333333,0.001666667
7254,2,76,92,13,23,6,8,-3.25,1.75,20.97,21.34,13.385,0.001666667
7255,2,76,92,13,23,12,8,-3.52,2.6,21.22,21.77,13.38666667,0.001666667
7256,2,76,92,13,23,18,8,-0.79,3.95,21.29,21.76,13.38833333,0.001666667
7257,2,76,92,13,23,24,8,-1.8,2.03,21.7,22.06,13.39,0.001666667
7258,2,76,92,13,23,30,8,-1.9,2.21,21.74,22,13.39166667,0.001666667
7259,2,76,92,13,23,36,8,-3.39,2.38,21.19,21.66,13.39333333,0.001666667
7260,2,76,92,13,23,42,8,-2.27,2.58,21.95,22.3,13.395,0.001666667
7261,2,76,92,13,23,48,8,-2.3,3.26,21.6,22.02,13.39666667,0.001666667
7262,2,76,92,13,23,54,8,-2.38,4.28,21.73,22.38,13.39833333,0.001666667
7263,2,76,92,13,24,0,8,-2.22,4.3,22.09,22.65,13.4,0.001666667
7264,2,76,92,13,24,6,8,-1.48,4.98,22.04,22.66,13.40166667,0.001666667
7265,2,76,92,13,24,12,8,0.96,4.52,22.26,22.82,13.40333333,0.001666667
7266,2,76,92,13,24,18,8,3.82,4.08,22.28,23.05,13.405,0.001666667
7267,2,76,92,13,24,24,8,0.74,2.53,22.82,23.09,13.40666667,0.001666667
7268,2,76,92,13,24,30,8,-1.42,3.59,22.26,22.62,13.40833333,0.001666667
7269,2,76,92,13,24,36,8,-0.86,1.41,21.98,22.18,13.41,0.001666667
7270,2,76,92,13,24,42,8,-2.16,4.35,21.3,21.9,13.41166667,0.001666667
7271,2,76,92,13,24,48,8,-1.92,2.65,21.75,22.2,13.41333333,0.001666667
7272,2,76,92,13,24,54,8,-2.39,4.19,21.65,22.33,13.415,0.001666667
7273,2,76,92,13,25,0,8,-3.43,6.19,20.62,21.96,13.41666667,0.001666667
7274,2,76,92,13,25,6,8,-4.74,3.75,21.03,22.06,13.41833333,0.001666667
7275,2,76,92,13,25,12,8,-0.77,4.5,21.76,22.36,13.42,0.001666667
7276,2,76,92,13,25,18,8,-1.2,3.57,21.83,22.21,13.42166667,0.001666667
7277,2,76,92,13,25,24,8,-0.07,4.63,22.13,22.73,13.42333333,0.001666667
7278,2,76,92,13,25,30,8,1.3,4.62,22.7,23.27,13.425,0.001666667
7279,2,76,92,13,25,36,8,1.69,4.76,22.56,23.2,13.42666667,0.001666667
7280,2,76,92,13,25,42,8,2.73,4.69,22.48,23.2,13.42833333,0.001666667
7281,2,76,92,13,25,48,8,1.85,3.7,22.31,22.78,13.43,0.001666667
7282,2,76,92,13,25,54,8,2.11,4.57,22.25,22.88,13.43166667,0.001666667
7283,2,76,92,13,26,0,8,2.65,4.29,22.25,22.91,13.43333333,0.001666667
7284,2,76,92,13,26,6,8,3.13,4.33,21.62,22.35,13.435,0.001666667
7285,2,76,92,13,26,12,8,2.44,4.43,21.96,22.61,13.43666667,0.001666667
7286,2,76,92,13,26,18,8,3.42,4,22.27,22.95,13.43833333,0.001666667
7287,2,76,92,13,26,24,8,2.45,4.66,22.32,23.03,13.44,0.001666667
7288,2,76,92,13,26,30,8,4.56,3.07,21.12,21.99,13.44166667,0.001666667
7289,2,76,92,13,26,36,8,4.19,2.67,20.71,21.43,13.44333333,0.001666667
7290,2,76,92,13,26,42,8,2.7,1.52,20.76,21.12,13.445,0.001666667
7291,2,76,92,13,26,48,8,6.36,1.44,19.3,20.46,13.44666667,0.001666667
7292,2,76,92,13,26,54,8,6.69,0.12,18.53,19.96,13.44833333,0.001666667
7293,2,76,92,13,27,0,8,5.66,-2.33,17.5,18.75,13.45,0.001666667
7294,2,76,92,13,27,6,8,5.63,3.05,18.07,19.4,13.45166667,0.001666667
7295,2,76,92,13,27,12,8,7.53,0.67,18.79,20.43,13.45333333,0.001666667
7296,2,76,92,13,27,18,8,6.06,1.54,20.08,21.12,13.455,0.001666667
7297,2,76,92,13,27,24,8,6.92,1.02,20.1,21.44,13.45666667,0.001666667
7298,2,76,92,13,27,30,8,6.02,3.2,19.8,21.08,13.45833333,0.001666667
7299,2,76,92,13,27,36,8,5.62,1.62,19.84,21.01,13.46,0.001666667
7300,2,76,92,13,27,42,8,5.09,1.2,20.93,21.75,13.46166667,0.001666667
7301,2,76,92,13,27,48,8,4.86,3.22,22.59,23.44,13.46333333,0.001666667
7302,2,76,92,13,27,54,8,5.09,3.21,23.11,23.99,13.465,0.001666667
7303,2,76,92,13,28,0,8,5.22,5.04,22.65,23.89,13.46666667,0.001666667
7304,2,76,92,13,28,6,8,6.38,5.65,22.53,24.22,13.46833333,0.001666667
7305,2,76,92,13,28,12,8,5.87,5.2,23.13,24.5,13.47,0.001666667
7306,2,76,92,13,28,18,8,6.45,4.47,21.91,23.34,13.47166667,0.001666667
7307,2,76,92,13,28,24,8,5.69,7.16,23.29,25.12,13.47333333,0.001666667
7308,2,76,92,13,28,30,3,3.94,10.91,37.95,39.8,13.475,0.001666667
7309,2,76,92,13,28,36,7,3.19,11.88,46.93,48.72,13.47666667,0.001666667
7310,2,76,92,13,28,42,8,2.23,13.26,46.23,48.3,13.47833333,0.001666667
7311,2,76,92,13,28,48,8,4.8,10.97,47.41,49.01,13.48,0.001666667
7312,2,76,92,13,28,54,8,5.89,11.91,46.9,48.96,13.48166667,0.001666667
7313,2,76,92,13,29,0,8,8.18,12.95,43.32,46.15,13.48333333,0.001666667
7314,2,76,92,13,29,6,8,3.2,16.72,42.04,45.67,13.485,0.001666667
7315,2,76,92,13,29,12,8,5.83,11.35,42.1,44.18,13.48666667,0.001666667
7316,2,76,92,13,29,18,8,5.9,9.4,41.91,43.81,13.48833333,0.001666667
7317,2,76,92,13,29,24,8,5.5,12.48,41.47,44.19,13.49,0.001666667
7318,2,76,92,13,29,30,8,5.61,11.78,43.2,45.32,13.49166667,0.001666667
7319,2,76,92,13,29,36,8,4.45,0.29,42.56,43.22,13.49333333,0.001666667
7320,2,76,92,13,29,42,8,3.91,16.25,45.66,48.71,13.495,0.001666667
7321,2,76,92,13,29,48,8,4.48,15.05,46.31,49.11,13.49666667,0.001666667
7322,2,76,92,13,29,54,8,6.17,15.94,46.1,49.26,13.49833333,0.001666667
7323,2,76,92,13,30,0,8,2.89,19.6,45.59,49.85,13.5,0.001666667
7324,2,76,92,13,30,6,8,1.69,22.46,45.21,50.64,13.50166667,0.001666667
7325,2,76,92,13,30,12,8,1.58,18.51,45.73,49.48,13.50333333,0.001666667
7326,2,76,92,13,30,18,8,4.43,16.17,44.58,47.67,13.505,0.001666667
7327,2,76,92,13,30,24,8,1.49,10.93,47.55,48.98,13.50666667,0.001666667
7328,2,76,92,13,30,30,8,4.38,15.25,45.15,48.21,13.50833333,0.001666667
7329,2,76,92,13,30,36,8,0.35,11.33,47.13,48.61,13.51,0.001666667
7330,2,76,92,13,30,42,8,-2.49,10.9,47.4,48.86,13.51166667,0.001666667
