,helios_number,year,day,hour,minute,second,data_number,B_xse,B_yse,B_zse,B,dechr,delta T
0,2,76,92,0,0,6,4,22.04,-7.35,1.72,23.39,0.001666667,
1,2,76,92,0,0,12,8,20.71,-9.41,-4.45,23.28,0.003333333,0.001666667
2,2,76,92,0,0,18,8,19.47,-11.49,-5.22,23.24,0.005,0.001666667
3,2,76,92,0,0,24,8,19.73,-10.92,-5.13,23.42,0.006666667,0.001666667
4,2,76,92,0,0,30,8,20.72,-8.59,-4.02,23.2,0.008333333,0.001666667
5,2,76,92,0,0,36,8,20.72,-6.99,-6.89,22.99,0.01,0.001666667
6,2,76,92,0,0,42,8,20.97,-4.54,-8.01,22.95,0.011666667,0.001666667
7,2,76,92,0,0,48,8,20.38,-6.04,-8.31,22.84,0.013333333,0.001666667
8,2,76,92,0,0,54,8,20.21,-6.86,-7.13,22.8,0.015,0.001666667
9,2,76,92,0,1,0,8,20.12,-10.37,2.88,23.29,0.016666667,0.001666667
10,2,76,92,0,1,6,8,20.87,-9.74,4.06,23.5,0.018333333,0.001666667
11,2,76,92,0,1,12,8,22.12,-7.65,0.93,23.56,0.02,0.001666667
12,2,76,92,0,1,18,8,21.85,-7.28,-3.85,23.36,0.021666667,0.001666667
13,2,76,92,0,1,24,8,21.71,-7.25,-4.28,23.32,0.023333333,0.001666667
14,2,76,92,0,1,30,8,20.57,-5.46,-9.16,23.28,0.025,0.001666667
15,2,76,92,0,1,36,8,18.72,-7.21,-11.65,23.27,0.026666667,0.001666667
16,2,76,92,0,1,42,8,18.36,-11.23,-7.46,23.12,0.028333333,0.001666667
17,2,76,92,0,1,48,8,15.01,-9.16,-13.75,23.14,0.03,0.001666667
18,2,76,92,0,1,54,8,19.25,-11.17,0.4,22.64,0.031666667,0.001666667
19,2,76,92,0,2,0,8,11.77,-9.7,17.72,23.94,0.033333333,0.001666667
20,2,76,92,0,2,6,8,12.49,-11.61,16.14,23.65,0.035,0.001666667
21,2,76,92,0,2,12,8,14.86,-12.37,13.46,23.72,0.036666667,0.001666667
22,2,76,92,0,2,18,8,13.71,-15.16,12.01,23.82,0.038333333,0.001666667
23,2,76,92,0,2,24,8,10.73,-20.05,2.67,23.31,0.04,0.001666667
24,2,76,92,0,2,30,8,13.1,-14.71,11.94,23.46,0.041666667,0.001666667
25,2,76,92,0,2,36,8,12.7,-14.55,11.77,23.46,0.043333333,0.001666667
26,2,76,92,0,2,42,8,16.04,-8.57,15.02,23.67,0.045,0.001666667
27,2,76,92,0,2,48,8,15.89,-9.73,14.08,23.44,0.046666667,0.001666667
28,2,76,92,0,2,54,8,16.7,-7.59,15.03,23.89,0.048333333,0.001666667
29,2,76,92,0,3,0,8,17.51,-9.1,13.27,23.95,0.05,0.001666667
30,2,76,92,0,3,6,8,18.15,-8.79,12.49,23.92,0.051666667,0.001666667
31,2,76,92,0,3,12,8,16.49,-10.42,14.03,24.16,0.053333333,0.001666667
32,2,76,92,0,3,18,8,14.85,-11.37,15.04,24.13,0.055,0.001666667
33,2,76,92,0,3,24,8,15.9,-12.21,13.44,24.26,0.056666667,0.001666667
34,2,76,92,0,3,30,8,20.65,-1.27,11.5,24.38,0.058333333,0.001666667
35,2,76,92,0,3,36,8,21.37,-2.92,11.06,24.56,0.06,0.001666667
36,2,76,92,0,3,42,8,17.06,-7.7,16.18,24.92,0.061666667,0.001666667
37,2,76,92,0,3,48,8,16.62,-8.95,16.18,24.95,0.063333333,0.001666667
38,2,76,92,0,3,54,8,17.96,-5.74,16.45,25.27,0.065,0.001666667
39,2,76,92,0,4,0,8,17.23,-5.81,17.72,25.55,0.066666667,0.001666667
40,2,76,92,0,4,6,8,18.74,-7.45,15.41,25.47,0.068333333,0.001666667
41,2,76,92,0,4,12,8,19.55,-10.13,11.15,24.76,0.07,0.001666667
42,2,76,92,0,4,18,8,19.9,-9.82,10.24,24.5,0.071666667,0.001666667
43,2,76,92,0,4,24,8,18.37,-11.31,11.55,24.52,0.073333333,0.001666667
44,2,76,92,0,4,30,8,19.45,-8.05,12.01,24.73,0.075,0.001666667
45,2,76,92,0,4,36,8,19.94,-0.4,14.29,25.43,0.076666667,0.001666667
46,2,76,92,0,4,42,8,20.48,-8.8,10.17,24.94,0.078333333,0.001666667
47,2,76,92,0,4,48,8,17.26,-14.01,6.12,24.46,0.08,0.001666667
48,2,76,92,0,4,54,8,21.14,-7.15,11.99,25.43,0.081666667,0.001666667
49,2,76,92,0,5,0,8,21.91,-8.26,9.09,25.21,0.083333333,0.001666667
50,2,76,92,0,5,6,8,22.31,-7.66,9.72,25.6,0.085,0.001666667
51,2,76,92,0,5,12,8,22.37,-8.63,7.82,25.36,0.086666667,0.001666667
52,2,76,92,0,5,18,8,23.14,-6.4,4.72,24.86,0.088333333,0.001666667
53,2,76,92,0,5,24,8,24.43,-1.35,-1.01,24.64,0.09,0.001666667
54,2,76,92,0,5,30,8,24.55,-0.68,-0.17,24.76,0.091666667,0.001666667
55,2,76,92,0,5,36,8,24.15,-2.8,4.37,24.75,0.093333333,0.001666667
56,2,76,92,0,5,42,8,24.81,-3.19,3.8,25.34,0.095,0.001666667
57,2,76,92,0,5,48,8,24.98,-3.82,0.31,25.38,0.096666667,0.001666667
58,2,76,92,0,5,54,8,23.43,-6,-7.33,25.38,0.098333333,0.001666667
59,2,76,92,0,6,0,8,23.72,-3.46,-6.82,24.94,0.1,0.001666667
60,2,76,92,0,6,6,8,24.28,-1.89,-5.47,25,0.101666667,0.001666667
61,2,76,92,0,6,12,8,23.92,-2.75,-6.37,24.92,0.103333333,0.001666667
62,2,76,92,0,6,18,8,23.34,-3.8,-5.82,24.37,0.105,0.001666667
63,2,76,92,0,6,24,8,22.66,-4.29,-6.76,24.11,0.106666667,0.001666667
64,2,76,92,0,6,30,8,24.16,-6.01,1.41,24.99,0.108333333,0.001666667
65,2,76,92,0,6,36,8,24.04,-6.11,-1.45,24.87,0.11,0.001666667
66,2,76,92,0,6,42,8,23.26,-6.66,-0.2,24.33,0.111666667,0.001666667
67,2,76,92,0,6,48,8,21.98,-7.61,-5.74,23.98,0.113333333,0.001666667
68,2,76,92,0,6,54,8,21.93,-6.14,-7.24,24.03,0.115,0.001666667
69,2,76,92,0,7,0,8,21.72,-7.99,-6.51,24.22,0.116666667,0.001666667
70,2,76,92,0,7,6,8,19.81,-10.13,-8.39,23.92,0.118333333,0.001666667
71,2,76,92,0,7,12,8,19.58,-7.52,-10.52,23.55,0.12,0.001666667
72,2,76,92,0,7,18,8,18.87,-6.47,-12.76,23.74,0.121666667,0.001666667
73,2,76,92,0,7,24,8,17.14,-5.89,-15.36,23.81,0.123333333,0.001666667
74,2,76,92,0,7,30,8,20,-4.07,-12.34,24.05,0.125,0.001666667
75,2,76,92,0,7,36,8,19.5,-3.8,-13.38,24.19,0.126666667,0.001666667
76,2,76,92,0,7,42,8,18.55,-0.89,-14.93,23.85,0.128333333,0.001666667
77,2,76,92,0,7,48,8,19.78,1.56,-12.11,23.82,0.13,0.001666667
78,2,76,92,0,7,54,8,19.34,2.77,-14.38,24.76,0.131666667,0.001666667
79,2,76,92,0,8,0,8,16.71,0.31,-18,24.74,0.133333333,0.001666667
80,2,76,92,0,8,6,8,21.2,4.68,-10.02,24.42,0.135,0.001666667
81,2,76,92,0,8,12,8,21.41,-1.2,-11.58,24.57,0.136666667,0.001666667
82,2,76,92,0,8,18,8,19.18,-4.77,-14.45,24.57,0.138333333,0.001666667
83,2,76,92,0,8,24,8,20.42,-2.88,-12.94,24.48,0.14,0.001666667
84,2,76,92,0,8,30,8,19.95,-2.33,-13.87,24.49,0.141666667,0.001666667
85,2,76,92,0,8,36,8,20.46,1.61,-13.61,24.73,0.143333333,0.001666667
86,2,76,92,0,8,42,8,20.69,4.19,-12.81,24.77,0.145,0.001666667
87,2,76,92,0,8,48,8,20.15,7.45,-11.73,24.61,0.146666667,0.001666667
88,2,76,92,0,8,54,8,20,6.87,-10.83,24.15,0.148333333,0.001666667
89,2,76,92,0,9,0,8,17.88,2.8,-15.97,24.18,0.15,0.001666667
90,2,76,92,0,9,6,8,17.36,2.53,-16.83,24.43,0.151666667,0.001666667
91,2,76,92,0,9,12,8,18.34,5.29,-13.46,24.11,0.153333333,0.001666667
92,2,76,92,0,9,18,8,13.81,2.36,-19.93,24.44,0.155,0.001666667
93,2,76,92,0,9,24,8,14.28,2.55,-19.21,24.26,0.156666667,0.001666667
94,2,76,92,0,9,30,8,10.3,1.2,-22,24.4,0.158333333,0.001666667
95,2,76,92,0,9,36,8,14.11,6.92,-19.77,25.31,0.16,0.001666667
96,2,76,92,0,9,42,8,13.52,7.51,-19.79,25.13,0.161666667,0.001666667
97,2,76,92,0,9,48,8,12.67,7.57,-20.15,24.99,0.163333333,0.001666667
98,2,76,92,0,9,54,8,11.89,8.32,-20.13,24.83,0.165,0.001666667
99,2,76,92,0,10,0,8,13.33,7.8,-19.62,25,0.166666667,0.001666667
100,2,76,92,0,10,6,8,14.8,6.33,-18.77,24.8,0.168333333,0.001666667
101,2,76,92,0,10,12,8,15.79,8.29,-16.97,24.72,0.17,0.001666667
102,2,76,92,0,10,18,8,15.06,7.25,-18.23,24.76,0.171666667,0.001666667
103,2,76,92,0,10,24,8,14.43,9.14,-18.53,25.23,0.173333333,0.001666667
104,2,76,92,0,10,30,8,14.2,9.92,-18.39,25.28,0.175,0.001666667
105,2,76,92,0,10,36,8,15.37,9.8,-17.27,25.18,0.176666667,0.001666667
106,2,76,92,0,10,42,8,16.15,8.86,-16.61,24.82,0.178333333,0.001666667
107,2,76,92,0,10,48,8,16.58,8.77,-16.46,25.02,0.18,0.001666667
108,2,76,92,0,10,54,8,15.91,9.86,-16.52,25.01,0.181666667,0.001666667
109,2,76,92,0,11,0,8,15.84,8.61,-17.38,25.06,0.183333333,0.001666667
110,2,76,92,0,11,6,8,15.87,7.3,-17.6,24.83,0.185,0.001666667
111,2,76,92,0,11,12,8,16.78,5.87,-17.12,24.74,0.186666667,0.001666667
112,2,76,92,0,11,18,8,17.98,6.41,-15.58,24.66,0.188333333,0.001666667
113,2,76,92,0,11,24,8,16.26,9.13,-15.96,24.64,0.19,0.001666667
114,2,76,92,0,11,30,8,15.73,10.08,-15.77,24.53,0.191666667,0.001666667
115,2,76,92,0,11,36,8,15.6,11.05,-15.22,24.51,0.193333333,0.001666667
116,2,76,92,0,11,42,8,17.56,7.35,-13.67,23.76,0.195,0.001666667
117,2,76,92,0,11,48,8,16.76,6.8,-15,23.66,0.196666667,0.001666667
118,2,76,92,0,11,54,8,15.65,9.24,-15.01,23.62,0.198333333,0.001666667
119,2,76,92,0,12,0,8,14.47,8.59,-15.97,23.36,0.2,0.001666667
120,2,76,92,0,12,6,8,15.57,-7.47,-2.17,22.18,0.201666667,0.001666667
121,2,76,92,0,12,12,8,7.76,-19.1,9.64,23.32,0.203333333,0.001666667
122,2,76,92,0,12,18,8,15.71,-16,-1.15,23.34,0.205,0.001666667
123,2,76,92,0,12,24,8,11.96,-20.61,3.85,24.19,0.206666667,0.001666667
124,2,76,92,0,12,30,8,13.57,-19.94,2.24,24.28,0.208333333,0.001666667
125,2,76,92,0,12,36,8,16.13,-17.25,2.41,23.97,0.21,0.001666667
126,2,76,92,0,12,42,8,19.43,-13.33,1.15,23.67,0.211666667,0.001666667
127,2,76,92,0,12,48,8,16.95,-16.75,-0.18,23.86,0.213333333,0.001666667
128,2,76,92,0,12,54,8,17.96,-16.03,-1.32,24.21,0.215,0.001666667
129,2,76,92,0,13,0,8,20.26,-12.88,-2.73,24.19,0.216666667,0.001666667
130,2,76,92,0,13,6,8,20.61,-12.47,-1.42,24.2,0.218333333,0.001666667
131,2,76,92,0,13,12,8,19.49,-12.99,-4.76,24.07,0.22,0.001666667
132,2,76,92,0,13,18,8,20.56,-11.08,-5.58,24.09,0.221666667,0.001666667
133,2,76,92,0,13,24,8,15.96,-15.49,-8.1,23.8,0.223333333,0.001666667
134,2,76,92,0,13,30,8,17.73,-14,-8.48,24.18,0.225,0.001666667
135,2,76,92,0,13,36,8,19.22,-12.34,-7.08,23.96,0.226666667,0.001666667
136,2,76,92,0,13,42,8,20.11,-10.54,-7.82,24.03,0.228333333,0.001666667
137,2,76,92,0,13,48,8,19.61,-10.98,-7.86,23.82,0.23,0.001666667
138,2,76,92,0,13,54,8,20.16,-10.48,-6.82,23.75,0.231666667,0.001666667
139,2,76,92,0,14,0,8,20.16,-10.49,-6.97,23.85,0.233333333,0.001666667
140,2,76,92,0,14,6,8,19.97,-10.56,-7.16,23.78,0.235,0.001666667
141,2,76,92,0,14,12,8,20.3,-10.31,-6.85,23.79,0.236666667,0.001666667
142,2,76,92,0,14,18,8,20.39,-10.06,-6.47,23.67,0.238333333,0.001666667
143,2,76,92,0,14,24,8,19.97,-11.09,-5.62,23.64,0.24,0.001666667
144,2,76,92,0,14,30,8,20.56,-9.56,-6.16,23.51,0.241666667,0.001666667
145,2,76,92,0,14,36,8,20.4,-9.57,-6.21,23.4,0.243333333,0.001666667
146,2,76,92,0,14,42,8,20.82,-9.76,-4.57,23.47,0.245,0.001666667
147,2,76,92,0,14,48,8,21.62,-8.44,-3.33,23.48,0.246666667,0.001666667
148,2,76,92,0,14,54,8,21.01,-8.55,-5.87,23.45,0.248333333,0.001666667
149,2,76,92,0,15,0,8,20.66,-8.26,-6.56,23.21,0.25,0.001666667
150,2,76,92,0,15,6,8,20.68,-8.47,-6.21,23.21,0.251666667,0.001666667
151,2,76,92,0,15,12,8,21.21,-8.17,-3.98,23.12,0.253333333,0.001666667
152,2,76,92,0,15,18,8,21.39,-7.57,-4.27,23.1,0.255,0.001666667
153,2,76,92,0,15,24,8,20.83,-8.51,-5.23,23.14,0.256666667,0.001666667
154,2,76,92,0,15,30,8,20.18,-9.77,-5.71,23.18,0.258333333,0.001666667
155,2,76,92,0,15,36,8,20.66,-7.18,-7.48,23.14,0.26,0.001666667
156,2,76,92,0,15,42,8,20.75,-7.66,-6.52,23.11,0.261666667,0.001666667
157,2,76,92,0,15,48,8,21.04,-7.22,-6.4,23.16,0.263333333,0.001666667
158,2,76,92,0,15,54,8,21.26,-7.94,-4.34,23.14,0.265,0.001666667
159,2,76,92,0,16,0,8,20.95,-6.38,-7.55,23.19,0.266666667,0.001666667
160,2,76,92,0,16,6,8,20.81,-7.79,-6.15,23.11,0.268333333,0.001666667
161,2,76,92,0,16,12,8,21.63,-6.44,-4.78,23.09,0.27,0.001666667
162,2,76,92,0,16,18,8,21.84,-5.18,-4.95,23,0.271666667,0.001666667
163,2,76,92,0,16,24,8,21.88,-5.43,-5.02,23.11,0.273333333,0.001666667
164,2,76,92,0,16,30,8,20.84,-7.65,-5.01,22.87,0.275,0.001666667
165,2,76,92,0,16,36,8,18.46,-11.72,-6.42,22.82,0.276666667,0.001666667
166,2,76,92,0,16,42,8,18.84,-11.53,-6.56,23.04,0.278333333,0.001666667
167,2,76,92,0,16,48,8,18.84,-11.51,-6.47,23.02,0.28,0.001666667
168,2,76,92,0,16,54,8,18.63,-11.64,-6.61,22.96,0.281666667,0.001666667
169,2,76,92,0,17,0,8,18.26,-11.7,-6.95,22.79,0.283333333,0.001666667
170,2,76,92,0,17,6,8,18.6,-11.87,-5.96,22.88,0.285,0.001666667
171,2,76,92,0,17,12,8,18.78,-11.46,-6.37,22.92,0.286666667,0.001666667
172,2,76,92,0,17,18,8,19.57,-10.22,-5.85,22.85,0.288333333,0.001666667
173,2,76,92,0,17,24,8,18.89,-10.96,-6.98,22.96,0.29,0.001666667
174,2,76,92,0,17,30,8,19.79,-10.25,-5.23,22.94,0.291666667,0.001666667
175,2,76,92,0,17,36,8,18.73,-10.77,-7.07,22.77,0.293333333,0.001666667
176,2,76,92,0,17,42,8,18.43,-11.64,-6.91,22.88,0.295,0.001666667
177,2,76,92,0,17,48,8,18.36,-11.19,-7.84,22.91,0.296666667,0.001666667
178,2,76,92,0,17,54,8,18.29,-9.97,-9.24,22.8,0.298333333,0.001666667
179,2,76,92,0,18,0,8,16.91,-12.79,-8.11,22.73,0.3,0.001666667
180,2,76,92,0,18,6,8,18.36,-11.14,-7.41,22.74,0.301666667,0.001666667
181,2,76,92,0,18,12,8,18.55,-10.83,-7.03,22.75,0.303333333,0.001666667
182,2,76,92,0,18,18,8,22.3,-1.25,-4.55,22.89,0.305,0.001666667
183,2,76,92,0,18,24,8,22.39,-0.67,-4.57,22.87,0.306666667,0.001666667
184,2,76,92,0,18,30,8,22.24,-1.15,-5.26,22.89,0.308333333,0.001666667
185,2,76,92,0,18,36,8,22.2,0.18,-5.77,22.95,0.31,0.001666667
186,2,76,92,0,18,42,8,22.43,-0.93,-4.28,22.87,0.311666667,0.001666667
187,2,76,92,0,18,48,8,21.58,-1.44,-7.4,22.9,0.313333333,0.001666667
188,2,76,92,0,18,54,8,21.49,-1.69,-7.83,22.98,0.315,0.001666667
189,2,76,92,0,19,0,8,21.58,-0.47,-8.04,23.07,0.316666667,0.001666667
190,2,76,92,0,19,6,8,21.07,-0.2,-8.96,22.9,0.318333333,0.001666667
191,2,76,92,0,19,12,8,20.81,-0.08,-9.37,22.83,0.32,0.001666667
192,2,76,92,0,19,18,8,20.47,0.31,-10.19,22.88,0.321666667,0.001666667
193,2,76,92,0,19,24,8,21.08,-0.5,-8.91,22.91,0.323333333,0.001666667
194,2,76,92,0,19,30,8,21.03,-0.6,-9.02,22.91,0.325,0.001666667
195,2,76,92,0,19,36,8,21.16,-0.81,-8.9,22.98,0.326666667,0.001666667
196,2,76,92,0,19,42,8,21.49,-0.74,-8.52,23.15,0.328333333,0.001666667
197,2,76,92,0,19,48,8,21.76,0.13,-7.28,23.01,0.33,0.001666667
198,2,76,92,0,19,54,8,22.84,0.13,-3.4,23.17,0.331666667,0.001666667
199,2,76,92,0,20,0,8,23.07,0.38,-1.77,23.15,0.333333333,0.001666667
200,2,76,92,0,20,6,8,22.83,-0.05,-2.03,22.93,0.335,0.001666667
201,2,76,92,0,20,12,8,22.75,0.09,-2.61,22.93,0.336666667,0.001666667
202,2,76,92,0,20,18,8,23.08,0.06,-1.79,23.16,0.338333333,0.001666667
203,2,76,92,0,20,24,8,22.77,-0.9,-2.71,22.96,0.34,0.001666667
204,2,76,92,0,20,30,8,22.55,-0.2,-3.9,22.91,0.341666667,0.001666667
205,2,76,92,0,20,36,8,21.89,-1.15,-6.83,22.98,0.343333333,0.001666667
206,2,76,92,0,20,42,8,22.04,-1.36,-7.19,23.23,0.345,0.001666667
207,2,76,92,0,20,48,8,21.83,-0.77,-7.62,23.15,0.346666667,0.001666667
208,2,76,92,0,20,54,8,22.02,-0.33,-7.31,23.21,0.348333333,0.001666667
209,2,76,92,0,21,0,8,22.43,-0.21,-5.44,23.09,0.35,0.001666667
210,2,76,92,0,21,6,8,22.57,0.14,-4.71,23.06,0.351666667,0.001666667
211,2,76,92,0,21,12,8,22.66,0.37,-3.92,23.02,0.353333333,0.001666667
212,2,76,92,0,21,18,8,22.53,0.39,-4.83,23.05,0.355,0.001666667
213,2,76,92,0,21,24,8,22.29,0.57,-4.69,22.79,0.356666667,0.001666667
214,2,76,92,0,21,30,8,21.89,0.75,-4.86,22.47,0.358333333,0.001666667
215,2,76,92,0,21,36,8,22.54,0.92,-2.42,22.73,0.36,0.001666667
216,2,76,92,0,21,42,8,21.92,0.33,-4.21,22.41,0.361666667,0.001666667
217,2,76,92,0,21,48,8,21.24,-2.52,-7.21,22.61,0.363333333,0.001666667
218,2,76,92,0,21,54,8,21.17,-1.89,-7.62,22.61,0.365,0.001666667
219,2,76,92,0,22,0,8,21.23,-2.34,-8.02,22.83,0.366666667,0.001666667
220,2,76,92,0,22,6,8,21.74,-1.39,-7.73,23.15,0.368333333,0.001666667
221,2,76,92,0,22,12,8,21.58,-0.98,-8.79,23.37,0.37,0.001666667
222,2,76,92,0,22,18,8,21.21,0.8,-9.43,23.31,0.371666667,0.001666667
223,2,76,92,0,22,24,8,21.26,1.5,-8.95,23.16,0.373333333,0.001666667
224,2,76,92,0,22,30,8,20.38,1.91,-10.85,23.22,0.375,0.001666667
225,2,76,92,0,22,36,8,20.61,1.29,-10.53,23.24,0.376666667,0.001666667
226,2,76,92,0,22,42,8,21.52,1.68,-8.46,23.25,0.378333333,0.001666667
227,2,76,92,0,22,48,8,21.91,0.67,-7,23.03,0.38,0.001666667
228,2,76,92,0,22,54,8,21.35,0.71,-7.73,22.75,0.381666667,0.001666667
229,2,76,92,0,23,0,8,21.13,0.85,-8.11,22.67,0.383333333,0.001666667
230,2,76,92,0,23,6,8,21.22,1.28,-7.6,22.6,0.385,0.001666667
231,2,76,92,0,23,12,8,21.06,0.92,-7.87,22.52,0.386666667,0.001666667
232,2,76,92,0,23,18,8,20.88,0.76,-8.4,22.53,0.388333333,0.001666667
233,2,76,92,0,23,24,8,20.9,0.16,-8.78,22.69,0.39,0.001666667
234,2,76,92,0,23,30,8,21.08,-0.02,-8.37,22.7,0.391666667,0.001666667
235,2,76,92,0,23,36,8,20.78,0.38,-9.11,22.74,0.393333333,0.001666667
236,2,76,92,0,23,42,8,20.96,-1.06,-9.28,22.96,0.395,0.001666667
237,2,76,92,0,23,48,8,21.56,1.18,-7.88,23.02,0.396666667,0.001666667
238,2,76,92,0,23,54,8,21.66,0.71,-8.32,23.22,0.398333333,0.001666667
239,2,76,92,0,24,0,8,20.89,0.13,-9.08,22.87,0.4,0.001666667
240,2,76,92,0,24,6,8,20.27,0.29,-10.59,22.89,0.401666667,0.001666667
241,2,76,92,0,24,12,8,20.14,-0.38,-11.14,23.04,0.403333333,0.001666667
242,2,76,92,0,24,18,8,20.89,0.54,-9.8,23.09,0.405,0.001666667
243,2,76,92,0,24,24,4,21.25,0.27,-9.18,23.15,0.406666667,0.001666667
244,2,76,92,0,24,54,8,21.87,2.14,-8.23,23.5,0.415,0.008333333
245,2,76,92,0,25,0,8,21.91,1.16,-8.22,23.46,0.416666667,0.001666667
246,2,76,92,0,25,6,8,21.77,0.17,-8.91,23.55,0.418333333,0.001666667
247,2,76,92,0,25,12,8,21.04,0.72,-9.78,23.25,0.42,0.001666667
248,2,76,92,0,25,18,8,21.64,1.71,-8.57,23.35,0.421666667,0.001666667
249,2,76,92,0,25,24,8,21.55,1.34,-8.81,23.34,0.423333333,0.001666667
250,2,76,92,0,25,30,8,21.12,-0.03,-10.25,23.51,0.425,0.001666667
251,2,76,92,0,25,36,8,21.54,0.1,-9.94,23.74,0.426666667,0.001666667
252,2,76,92,0,25,42,8,22.42,2.21,-7.61,23.83,0.428333333,0.001666667
253,2,76,92,0,25,48,8,22.44,2.66,-6.74,23.6,0.43,0.001666667
254,2,76,92,0,25,54,8,21.9,1.74,-8.35,23.52,0.431666667,0.001666667
255,2,76,92,0,26,0,8,21.67,1.69,-9.29,23.65,0.433333333,0.001666667
256,2,76,92,0,26,6,8,21.7,2.53,-9.41,23.81,0.435,0.001666667
257,2,76,92,0,26,12,8,21.7,2.77,-9.47,23.85,0.436666667,0.001666667
258,2,76,92,0,26,18,8,22.12,2.62,-8.73,23.94,0.438333333,0.001666667
259,2,76,92,0,26,24,8,21.87,2.35,-9.64,24.05,0.44,0.001666667
260,2,76,92,0,26,30,8,21.86,3.49,-9.61,24.15,0.441666667,0.001666667
261,2,76,92,0,26,36,8,21.75,3.47,-9.61,24.04,0.443333333,0.001666667
262,2,76,92,0,26,42,8,22.16,2.48,-9.08,24.09,0.445,0.001666667
263,2,76,92,0,26,48,8,22.27,2.84,-8.55,24.07,0.446666667,0.001666667
264,2,76,92,0,26,54,8,22.25,2.01,-8.84,24.03,0.448333333,0.001666667
265,2,76,92,0,27,0,8,22.3,2.35,-8.28,23.91,0.45,0.001666667
266,2,76,92,0,27,6,8,22.23,2.47,-8.46,23.92,0.451666667,0.001666667
267,2,76,92,0,27,12,8,22.51,1.91,-7.86,23.92,0.453333333,0.001666667
268,2,76,92,0,27,18,8,22.14,1.86,-8.94,23.96,0.455,0.001666667
269,2,76,92,0,27,24,8,22.31,2.32,-8.9,24.14,0.456666667,0.001666667
270,2,76,92,0,27,30,8,22.59,1.5,-8.39,24.18,0.458333333,0.001666667
271,2,76,92,0,27,36,8,22.77,1.8,-8.13,24.25,0.46,0.001666667
272,2,76,92,0,27,42,8,23.08,1.64,-7.63,24.39,0.461666667,0.001666667
273,2,76,92,0,27,48,8,22.41,2.53,-9.17,24.36,0.463333333,0.001666667
274,2,76,92,0,27,54,8,22.66,2.7,-8.3,24.3,0.465,0.001666667
275,2,76,92,0,28,0,8,21.86,5.04,-9.75,24.6,0.466666667,0.001666667
276,2,76,92,0,28,6,8,22.19,2.78,-9.52,24.43,0.468333333,0.001666667
277,2,76,92,0,28,12,8,22.59,-0.99,-8.68,24.26,0.47,0.001666667
278,2,76,92,0,28,18,8,22.48,-1.73,-8.64,24.17,0.471666667,0.001666667
279,2,76,92,0,28,24,8,22.37,-3.18,-8.23,24.07,0.473333333,0.001666667
280,2,76,92,0,28,30,8,22.6,-3.51,-7.59,24.12,0.475,0.001666667
281,2,76,92,0,28,36,8,22.44,-3.54,-7.86,24.06,0.476666667,0.001666667
282,2,76,92,0,28,42,8,22.37,-2.56,-8.06,23.93,0.478333333,0.001666667
283,2,76,92,0,28,48,8,22.23,-1.73,-8.01,23.7,0.48,0.001666667
284,2,76,92,0,28,54,8,22.17,-2.4,-8.03,23.71,0.481666667,0.001666667
285,2,76,92,0,29,0,8,22.23,-2.24,-7.86,23.7,0.483333333,0.001666667
286,2,76,92,0,29,6,8,22.12,-2.2,-7.82,23.57,0.485,0.001666667
287,2,76,92,0,29,12,8,22.25,-1.63,-7.69,23.62,0.486666667,0.001666667
288,2,76,92,0,29,18,8,22.3,-1.08,-7.88,23.68,0.488333333,0.001666667
289,2,76,92,0,29,24,8,22.01,-1.06,-8.45,23.62,0.49,0.001666667
290,2,76,92,0,29,30,8,21.9,-1.52,-8.53,23.57,0.491666667,0.001666667
291,2,76,92,0,29,36,8,22.01,-1.18,-8.07,23.49,0.493333333,0.001666667
292,2,76,92,0,29,42,8,22.12,-0.97,-7.28,23.32,0.495,0.001666667
293,2,76,92,0,29,48,8,21.9,-0.76,-7.59,23.21,0.496666667,0.001666667
294,2,76,92,0,29,54,8,22.13,-1.06,-7.45,23.38,0.498333333,0.001666667
295,2,76,92,0,30,0,8,21.93,-1.15,-8.07,23.41,0.5,0.001666667
296,2,76,92,0,30,6,8,22,-1.58,-7.07,23.18,0.501666667,0.001666667
297,2,76,92,0,30,12,8,22.02,-2.08,-6.3,23.01,0.503333333,0.001666667
298,2,76,92,0,30,18,8,21.89,-2.5,-6.95,23.13,0.505,0.001666667
299,2,76,92,0,30,24,8,21.97,-1.81,-7.08,23.17,0.506666667,0.001666667
300,2,76,92,0,30,30,8,22.23,-1.95,-5.97,23.13,0.508333333,0.001666667
301,2,76,92,0,30,36,8,21.95,-1.76,-7.08,23.14,0.51,0.001666667
302,2,76,92,0,30,42,8,21.73,-1.73,-7.73,23.16,0.511666667,0.001666667
303,2,76,92,0,30,48,8,22.5,-0.18,-5.57,23.2,0.513333333,0.001666667
304,2,76,92,0,30,54,8,22.55,-0.91,-5.47,23.24,0.515,0.001666667
305,2,76,92,0,31,0,8,22.46,-2.34,-6.12,23.45,0.516666667,0.001666667
306,2,76,92,0,31,6,8,22.88,-0.26,-4.96,23.42,0.518333333,0.001666667
307,2,76,92,0,31,12,8,23.2,1.25,-4.72,23.72,0.52,0.001666667
308,2,76,92,0,31,18,8,23.34,0.38,-3.68,23.66,0.521666667,0.001666667
309,2,76,92,0,31,24,8,23.25,-0.55,-3.88,23.59,0.523333333,0.001666667
310,2,76,92,0,31,30,8,22.79,-0.54,-5.39,23.47,0.525,0.001666667
